IES,DEPARTAMENTO,MUNICIPIO,CARACTER,ORIGEN,periodo,DESERTORES,MATRICULADOS,tasa
1101,bogota d c,bogota dc,Universidad,Oficial,1998-1,0.0,2219.0,0.0
1101,bogota d c,bogota dc,Universidad,Oficial,1998-2,0.0,4118.0,0.0
1101,bogota d c,bogota dc,Universidad,Oficial,1999-1,151.0,6079.0,2.48
1101,bogota d c,bogota dc,Universidad,Oficial,1999-2,396.0,7934.0,4.99
1101,bogota d c,bogota dc,Universidad,Oficial,2000-1,469.0,9926.0,4.72
1101,bogota d c,bogota dc,Universidad,Oficial,2000-2,551.0,11506.0,4.79
1101,bogota d c,bogota dc,Universidad,Oficial,2001-1,741.0,13420.0,5.52
1101,bogota d c,bogota dc,Universidad,Oficial,2001-2,678.0,14889.0,4.55
1101,bogota d c,bogota dc,Universidad,Oficial,2002-1,804.0,16159.0,4.98
1101,bogota d c,bogota dc,Universidad,Oficial,2002-2,849.0,17598.0,4.82
1101,bogota d c,bogota dc,Universidad,Oficial,2003-1,892.0,17682.0,5.04
1101,bogota d c,bogota dc,Universidad,Oficial,2003-2,1457.0,19949.0,7.3
1101,bogota d c,bogota dc,Universidad,Oficial,2004-1,284.0,20929.0,1.36
1101,bogota d c,bogota dc,Universidad,Oficial,2004-2,922.0,21457.0,4.3
1101,bogota d c,bogota dc,Universidad,Oficial,2005-1,943.0,22043.0,4.28
1101,bogota d c,bogota dc,Universidad,Oficial,2005-2,905.0,21433.0,4.22
1101,bogota d c,bogota dc,Universidad,Oficial,2006-1,972.0,21315.0,4.56
1101,bogota d c,bogota dc,Universidad,Oficial,2006-2,1035.0,21044.0,4.92
1101,bogota d c,bogota dc,Universidad,Oficial,2007-1,1048.0,21488.0,4.88
1101,bogota d c,bogota dc,Universidad,Oficial,2007-2,927.0,21202.0,4.37
1101,bogota d c,bogota dc,Universidad,Oficial,2008-1,1167.0,21167.0,5.51
1101,bogota d c,bogota dc,Universidad,Oficial,2008-2,961.0,21122.0,4.55
1101,bogota d c,bogota dc,Universidad,Oficial,2009-1,1013.0,21290.0,4.76
1101,bogota d c,bogota dc,Universidad,Oficial,2009-2,991.0,21429.0,4.62
1101,bogota d c,bogota dc,Universidad,Oficial,2010-1,732.0,21724.0,3.37
1101,bogota d c,bogota dc,Universidad,Oficial,2010-2,802.0,21832.0,3.67
1101,bogota d c,bogota dc,Universidad,Oficial,2011-1,911.0,22422.0,4.06
1101,bogota d c,bogota dc,Universidad,Oficial,2011-2,894.0,22442.0,3.98
1101,bogota d c,bogota dc,Universidad,Oficial,2012-1,961.0,22972.0,4.18
1101,bogota d c,bogota dc,Universidad,Oficial,2012-2,918.0,23187.0,3.96
1101,bogota d c,bogota dc,Universidad,Oficial,2013-1,980.0,23937.0,4.09
1101,bogota d c,bogota dc,Universidad,Oficial,2013-2,920.0,23839.0,3.86
1101,bogota d c,bogota dc,Universidad,Oficial,2014-1,1127.0,23736.0,4.75
1101,bogota d c,bogota dc,Universidad,Oficial,2014-2,1111.0,24044.0,4.62
1101,bogota d c,bogota dc,Universidad,Oficial,2015-1,1055.0,24029.0,4.39
1101,bogota d c,bogota dc,Universidad,Oficial,2015-2,1076.0,23994.0,4.48
1101,bogota d c,bogota dc,Universidad,Oficial,2016-1,1080.0,24013.0,4.5
1101,bogota d c,bogota dc,Universidad,Oficial,2016-2,936.0,24143.0,3.88
1101,bogota d c,bogota dc,Universidad,Oficial,2017-1,998.0,24200.0,4.12
1101,bogota d c,bogota dc,Universidad,Oficial,2017-2,923.0,24329.0,3.79
1101,bogota d c,bogota dc,Universidad,Oficial,2018-1,961.0,24695.0,3.89
1101,bogota d c,bogota dc,Universidad,Oficial,2018-2,1115.0,23954.0,4.65
1101,bogota d c,bogota dc,Universidad,Oficial,2019-1,1598.0,24531.0,6.51
1101,bogota d c,bogota dc,Universidad,Oficial,2019-2,1096.0,24927.0,4.4
1101,bogota d c,bogota dc,Universidad,Oficial,2020-1,1106.0,25139.0,4.4
1101,bogota d c,bogota dc,Universidad,Oficial,2020-2,1170.0,25295.0,4.63
1101,bogota d c,bogota dc,Universidad,Oficial,2021-1,789.0,27086.0,2.91
1101,bogota d c,bogota dc,Universidad,Oficial,2021-2,519.0,27017.0,1.92
1101,bogota d c,bogota dc,Universidad,Oficial,2022-1,1161.0,27074.0,4.29
1101,bogota d c,bogota dc,Universidad,Oficial,2022-2,1037.0,27547.0,3.76
1101,bogota d c,bogota dc,Universidad,Oficial,2023-1,840.0,27734.0,3.03
1101,bogota d c,bogota dc,Universidad,Oficial,2023-2,1243.0,27130.0,4.58
1101,bogota d c,bogota dc,Universidad,Oficial,2024-1,1485.0,24537.0,6.05
1101,bogota d c,bogota dc,Universidad,Oficial,2024-2,1193.0,24903.0,4.79
1102,antioquia,medellin,Universidad,Oficial,1998-1,0.0,643.0,0.0
1102,antioquia,medellin,Universidad,Oficial,1998-2,0.0,565.0,0.0
1102,antioquia,medellin,Universidad,Oficial,1999-1,98.0,1737.0,5.64
1102,antioquia,medellin,Universidad,Oficial,1999-2,7.0,2173.0,0.32
1102,antioquia,medellin,Universidad,Oficial,2000-1,222.0,2827.0,7.85
1102,antioquia,medellin,Universidad,Oficial,2000-2,222.0,3407.0,6.52
1102,antioquia,medellin,Universidad,Oficial,2001-1,287.0,3841.0,7.47
1102,antioquia,medellin,Universidad,Oficial,2001-2,363.0,4119.0,8.81
1102,antioquia,medellin,Universidad,Oficial,2002-1,447.0,4646.0,9.62
1102,antioquia,medellin,Universidad,Oficial,2002-2,349.0,5189.0,6.73
1102,antioquia,medellin,Universidad,Oficial,2003-1,353.0,5031.0,7.02
1102,antioquia,medellin,Universidad,Oficial,2003-2,1168.0,5983.0,19.52
1102,antioquia,medellin,Universidad,Oficial,2004-1,84.0,6560.0,1.28
1102,antioquia,medellin,Universidad,Oficial,2004-2,448.0,7007.0,6.39
1102,antioquia,medellin,Universidad,Oficial,2005-1,520.0,7725.0,6.73
1102,antioquia,medellin,Universidad,Oficial,2005-2,555.0,7714.0,7.19
1102,antioquia,medellin,Universidad,Oficial,2006-1,757.0,7795.0,9.71
1102,antioquia,medellin,Universidad,Oficial,2006-2,657.0,8385.0,7.84
1102,antioquia,medellin,Universidad,Oficial,2007-1,678.0,8654.0,7.83
1102,antioquia,medellin,Universidad,Oficial,2007-2,805.0,8611.0,9.35
1102,antioquia,medellin,Universidad,Oficial,2008-1,784.0,8731.0,8.98
1102,antioquia,medellin,Universidad,Oficial,2008-2,765.0,9200.0,8.32
1102,antioquia,medellin,Universidad,Oficial,2009-1,787.0,9253.0,8.51
1102,antioquia,medellin,Universidad,Oficial,2009-2,1009.0,9033.0,11.17
1102,antioquia,medellin,Universidad,Oficial,2010-1,787.0,9400.0,8.37
1102,antioquia,medellin,Universidad,Oficial,2010-2,679.0,9315.0,7.29
1102,antioquia,medellin,Universidad,Oficial,2011-1,878.0,9692.0,9.06
1102,antioquia,medellin,Universidad,Oficial,2011-2,670.0,9739.0,6.88
1102,antioquia,medellin,Universidad,Oficial,2012-1,718.0,9907.0,7.25
1102,antioquia,medellin,Universidad,Oficial,2012-2,617.0,9654.0,6.39
1102,antioquia,medellin,Universidad,Oficial,2013-1,736.0,9630.0,7.64
1102,antioquia,medellin,Universidad,Oficial,2013-2,645.0,9625.0,6.7
1102,antioquia,medellin,Universidad,Oficial,2014-1,659.0,9626.0,6.85
1102,antioquia,medellin,Universidad,Oficial,2014-2,641.0,9784.0,6.55
1102,antioquia,medellin,Universidad,Oficial,2015-1,645.0,9930.0,6.5
1102,antioquia,medellin,Universidad,Oficial,2015-2,649.0,10155.0,6.39
1102,antioquia,medellin,Universidad,Oficial,2016-1,522.0,10056.0,5.19
1102,antioquia,medellin,Universidad,Oficial,2016-2,709.0,10177.0,6.97
1102,antioquia,medellin,Universidad,Oficial,2017-1,724.0,10165.0,7.12
1102,antioquia,medellin,Universidad,Oficial,2017-2,795.0,10159.0,7.83
1102,antioquia,medellin,Universidad,Oficial,2018-1,805.0,10255.0,7.85
1102,antioquia,medellin,Universidad,Oficial,2018-2,769.0,10285.0,7.48
1102,antioquia,medellin,Universidad,Oficial,2019-1,769.0,10405.0,7.39
1102,antioquia,medellin,Universidad,Oficial,2019-2,775.0,10734.0,7.22
1102,antioquia,medellin,Universidad,Oficial,2020-1,894.0,1400.0,63.86
1102,antioquia,medellin,Universidad,Oficial,2020-2,1367.0,11288.0,12.11
1102,antioquia,medellin,Universidad,Oficial,2021-1,128.0,12080.0,1.06
1102,antioquia,medellin,Universidad,Oficial,2021-2,378.0,11964.0,3.16
1102,antioquia,medellin,Universidad,Oficial,2022-1,856.0,11533.0,7.42
1102,antioquia,medellin,Universidad,Oficial,2022-2,837.0,11570.0,7.23
1102,antioquia,medellin,Universidad,Oficial,2023-1,699.0,11297.0,6.19
1102,antioquia,medellin,Universidad,Oficial,2023-2,1188.0,10735.0,11.07
1102,antioquia,medellin,Universidad,Oficial,2024-1,1187.0,9357.0,12.69
1102,antioquia,medellin,Universidad,Oficial,2024-2,986.0,9637.0,10.23
1103,caldas,manizales,Universidad,Oficial,1998-1,0.0,356.0,0.0
1103,caldas,manizales,Universidad,Oficial,1998-2,0.0,760.0,0.0
1103,caldas,manizales,Universidad,Oficial,1999-1,29.0,1154.0,2.51
1103,caldas,manizales,Universidad,Oficial,1999-2,51.0,1557.0,3.28
1103,caldas,manizales,Universidad,Oficial,2000-1,64.0,1989.0,3.22
1103,caldas,manizales,Universidad,Oficial,2000-2,103.0,2321.0,4.44
1103,caldas,manizales,Universidad,Oficial,2001-1,132.0,2632.0,5.02
1103,caldas,manizales,Universidad,Oficial,2001-2,150.0,2977.0,5.04
1103,caldas,manizales,Universidad,Oficial,2002-1,183.0,3250.0,5.63
1103,caldas,manizales,Universidad,Oficial,2002-2,157.0,3573.0,4.39
1103,caldas,manizales,Universidad,Oficial,2003-1,213.0,3589.0,5.93
1103,caldas,manizales,Universidad,Oficial,2003-2,409.0,3833.0,10.67
1103,caldas,manizales,Universidad,Oficial,2004-1,49.0,4108.0,1.19
1103,caldas,manizales,Universidad,Oficial,2004-2,202.0,4059.0,4.98
1103,caldas,manizales,Universidad,Oficial,2005-1,254.0,4275.0,5.94
1103,caldas,manizales,Universidad,Oficial,2005-2,172.0,3985.0,4.32
1103,caldas,manizales,Universidad,Oficial,2006-1,191.0,3946.0,4.84
1103,caldas,manizales,Universidad,Oficial,2006-2,376.0,3806.0,9.88
1103,caldas,manizales,Universidad,Oficial,2007-1,211.0,3692.0,5.72
1103,caldas,manizales,Universidad,Oficial,2007-2,343.0,3643.0,9.42
1103,caldas,manizales,Universidad,Oficial,2008-1,169.0,3799.0,4.45
1103,caldas,manizales,Universidad,Oficial,2008-2,178.0,3526.0,5.05
1103,caldas,manizales,Universidad,Oficial,2009-1,328.0,3485.0,9.41
1103,caldas,manizales,Universidad,Oficial,2009-2,184.0,3477.0,5.29
1103,caldas,manizales,Universidad,Oficial,2010-1,133.0,3673.0,3.62
1103,caldas,manizales,Universidad,Oficial,2010-2,168.0,3597.0,4.67
1103,caldas,manizales,Universidad,Oficial,2011-1,203.0,3802.0,5.34
1103,caldas,manizales,Universidad,Oficial,2011-2,181.0,3797.0,4.77
1103,caldas,manizales,Universidad,Oficial,2012-1,205.0,4062.0,5.05
1103,caldas,manizales,Universidad,Oficial,2012-2,204.0,4174.0,4.89
1103,caldas,manizales,Universidad,Oficial,2013-1,189.0,4324.0,4.37
1103,caldas,manizales,Universidad,Oficial,2013-2,221.0,4308.0,5.13
1103,caldas,manizales,Universidad,Oficial,2014-1,230.0,4266.0,5.39
1103,caldas,manizales,Universidad,Oficial,2014-2,247.0,4419.0,5.59
1103,caldas,manizales,Universidad,Oficial,2015-1,197.0,4585.0,4.3
1103,caldas,manizales,Universidad,Oficial,2015-2,207.0,4540.0,4.56
1103,caldas,manizales,Universidad,Oficial,2016-1,221.0,4707.0,4.7
1103,caldas,manizales,Universidad,Oficial,2016-2,196.0,4643.0,4.22
1103,caldas,manizales,Universidad,Oficial,2017-1,245.0,4700.0,5.21
1103,caldas,manizales,Universidad,Oficial,2017-2,251.0,4650.0,5.4
1103,caldas,manizales,Universidad,Oficial,2018-1,239.0,4618.0,5.18
1103,caldas,manizales,Universidad,Oficial,2018-2,284.0,4595.0,6.18
1103,caldas,manizales,Universidad,Oficial,2019-1,266.0,4587.0,5.8
1103,caldas,manizales,Universidad,Oficial,2019-2,246.0,4610.0,5.34
1103,caldas,manizales,Universidad,Oficial,2020-1,244.0,4694.0,5.2
1103,caldas,manizales,Universidad,Oficial,2020-2,179.0,4671.0,3.83
1103,caldas,manizales,Universidad,Oficial,2021-1,195.0,4893.0,3.99
1103,caldas,manizales,Universidad,Oficial,2021-2,122.0,4743.0,2.57
1103,caldas,manizales,Universidad,Oficial,2022-1,308.0,4803.0,6.41
1103,caldas,manizales,Universidad,Oficial,2022-2,284.0,4809.0,5.91
1103,caldas,manizales,Universidad,Oficial,2023-1,209.0,4730.0,4.42
1103,caldas,manizales,Universidad,Oficial,2023-2,350.0,4612.0,7.59
1103,caldas,manizales,Universidad,Oficial,2024-1,338.0,4038.0,8.37
1103,caldas,manizales,Universidad,Oficial,2024-2,313.0,4165.0,7.52
1104,valle del cauca,palmira,Universidad,Oficial,1998-1,0.0,215.0,0.0
1104,valle del cauca,palmira,Universidad,Oficial,1998-2,0.0,367.0,0.0
1104,valle del cauca,palmira,Universidad,Oficial,1999-1,50.0,414.0,12.08
1104,valle del cauca,palmira,Universidad,Oficial,1999-2,101.0,581.0,17.38
1104,valle del cauca,palmira,Universidad,Oficial,2000-1,98.0,652.0,15.03
1104,valle del cauca,palmira,Universidad,Oficial,2000-2,121.0,634.0,19.09
1104,valle del cauca,palmira,Universidad,Oficial,2001-1,114.0,756.0,15.08
1104,valle del cauca,palmira,Universidad,Oficial,2001-2,141.0,981.0,14.37
1104,valle del cauca,palmira,Universidad,Oficial,2002-1,70.0,1006.0,6.96
1104,valle del cauca,palmira,Universidad,Oficial,2002-2,190.0,1126.0,16.87
1104,valle del cauca,palmira,Universidad,Oficial,2003-1,28.0,1574.0,1.78
1104,valle del cauca,palmira,Universidad,Oficial,2003-2,201.0,1762.0,11.41
1104,valle del cauca,palmira,Universidad,Oficial,2004-1,164.0,1842.0,8.9
1104,valle del cauca,palmira,Universidad,Oficial,2004-2,173.0,1936.0,8.94
1104,valle del cauca,palmira,Universidad,Oficial,2005-1,209.0,1906.0,10.97
1104,valle del cauca,palmira,Universidad,Oficial,2005-2,167.0,1863.0,8.96
1104,valle del cauca,palmira,Universidad,Oficial,2006-1,140.0,1894.0,7.39
1104,valle del cauca,palmira,Universidad,Oficial,2006-2,160.0,1904.0,8.4
1104,valle del cauca,palmira,Universidad,Oficial,2007-1,140.0,2012.0,6.96
1104,valle del cauca,palmira,Universidad,Oficial,2007-2,102.0,2019.0,5.05
1104,valle del cauca,palmira,Universidad,Oficial,2008-1,195.0,136.0,143.38
1104,valle del cauca,palmira,Universidad,Oficial,2008-2,174.0,1875.0,9.28
1104,valle del cauca,palmira,Universidad,Oficial,2009-1,0.0,1649.0,0.0
1104,valle del cauca,palmira,Universidad,Oficial,2009-2,193.0,1771.0,10.9
1104,valle del cauca,palmira,Universidad,Oficial,2010-1,44.0,1822.0,2.41
1104,valle del cauca,palmira,Universidad,Oficial,2010-2,124.0,1840.0,6.74
1104,valle del cauca,palmira,Universidad,Oficial,2011-1,112.0,1957.0,5.72
1104,valle del cauca,palmira,Universidad,Oficial,2011-2,100.0,2024.0,4.94
1104,valle del cauca,palmira,Universidad,Oficial,2012-1,113.0,2195.0,5.15
1104,valle del cauca,palmira,Universidad,Oficial,2012-2,123.0,2322.0,5.3
1104,valle del cauca,palmira,Universidad,Oficial,2013-1,130.0,2401.0,5.41
1104,valle del cauca,palmira,Universidad,Oficial,2013-2,131.0,2420.0,5.41
1104,valle del cauca,palmira,Universidad,Oficial,2014-1,138.0,2369.0,5.83
1104,valle del cauca,palmira,Universidad,Oficial,2014-2,133.0,2567.0,5.18
1104,valle del cauca,palmira,Universidad,Oficial,2015-1,90.0,2637.0,3.41
1104,valle del cauca,palmira,Universidad,Oficial,2015-2,107.0,2692.0,3.97
1104,valle del cauca,palmira,Universidad,Oficial,2016-1,142.0,2795.0,5.08
1104,valle del cauca,palmira,Universidad,Oficial,2016-2,116.0,2783.0,4.17
1104,valle del cauca,palmira,Universidad,Oficial,2017-1,136.0,2825.0,4.81
1104,valle del cauca,palmira,Universidad,Oficial,2017-2,127.0,2746.0,4.62
1104,valle del cauca,palmira,Universidad,Oficial,2018-1,160.0,2670.0,5.99
1104,valle del cauca,palmira,Universidad,Oficial,2018-2,138.0,2636.0,5.24
1104,valle del cauca,palmira,Universidad,Oficial,2019-1,153.0,2592.0,5.9
1104,valle del cauca,palmira,Universidad,Oficial,2019-2,160.0,2638.0,6.07
1104,valle del cauca,palmira,Universidad,Oficial,2020-1,126.0,2664.0,4.73
1104,valle del cauca,palmira,Universidad,Oficial,2020-2,142.0,2777.0,5.11
1104,valle del cauca,palmira,Universidad,Oficial,2021-1,73.0,2812.0,2.6
1104,valle del cauca,palmira,Universidad,Oficial,2021-2,113.0,2734.0,4.13
1104,valle del cauca,palmira,Universidad,Oficial,2022-1,156.0,2673.0,5.84
1104,valle del cauca,palmira,Universidad,Oficial,2022-2,200.0,2693.0,7.43
1104,valle del cauca,palmira,Universidad,Oficial,2023-1,128.0,2595.0,4.93
1104,valle del cauca,palmira,Universidad,Oficial,2023-2,199.0,2593.0,7.67
1104,valle del cauca,palmira,Universidad,Oficial,2024-1,173.0,2326.0,7.44
1104,valle del cauca,palmira,Universidad,Oficial,2024-2,147.0,2324.0,6.33
1105,bogota d c,bogota dc,Universidad,Oficial,1998-1,0.0,3779.0,0.0
1105,bogota d c,bogota dc,Universidad,Oficial,1998-2,0.0,3865.0,0.0
1105,bogota d c,bogota dc,Universidad,Oficial,1999-1,236.0,4130.0,5.71
1105,bogota d c,bogota dc,Universidad,Oficial,1999-2,231.0,4067.0,5.68
1105,bogota d c,bogota dc,Universidad,Oficial,2000-1,267.0,4154.0,6.43
1105,bogota d c,bogota dc,Universidad,Oficial,2000-2,272.0,4283.0,6.35
1105,bogota d c,bogota dc,Universidad,Oficial,2001-1,243.0,4456.0,5.45
1105,bogota d c,bogota dc,Universidad,Oficial,2001-2,265.0,4445.0,5.96
1105,bogota d c,bogota dc,Universidad,Oficial,2002-1,291.0,4530.0,6.42
1105,bogota d c,bogota dc,Universidad,Oficial,2002-2,233.0,4784.0,4.87
1105,bogota d c,bogota dc,Universidad,Oficial,2003-1,236.0,4916.0,4.8
1105,bogota d c,bogota dc,Universidad,Oficial,2003-2,241.0,5360.0,4.5
1105,bogota d c,bogota dc,Universidad,Oficial,2004-1,255.0,5815.0,4.39
1105,bogota d c,bogota dc,Universidad,Oficial,2004-2,259.0,6240.0,4.15
1105,bogota d c,bogota dc,Universidad,Oficial,2005-1,294.0,6612.0,4.45
1105,bogota d c,bogota dc,Universidad,Oficial,2005-2,360.0,6935.0,5.19
1105,bogota d c,bogota dc,Universidad,Oficial,2006-1,439.0,7173.0,6.12
1105,bogota d c,bogota dc,Universidad,Oficial,2006-2,403.0,7569.0,5.32
1105,bogota d c,bogota dc,Universidad,Oficial,2007-1,401.0,7724.0,5.19
1105,bogota d c,bogota dc,Universidad,Oficial,2007-2,358.0,8212.0,4.36
1105,bogota d c,bogota dc,Universidad,Oficial,2008-1,463.0,8619.0,5.37
1105,bogota d c,bogota dc,Universidad,Oficial,2008-2,428.0,8657.0,4.94
1105,bogota d c,bogota dc,Universidad,Oficial,2009-1,608.0,8543.0,7.12
1105,bogota d c,bogota dc,Universidad,Oficial,2009-2,752.0,8742.0,8.6
1105,bogota d c,bogota dc,Universidad,Oficial,2010-1,582.0,8829.0,6.59
1105,bogota d c,bogota dc,Universidad,Oficial,2010-2,641.0,8970.0,7.15
1105,bogota d c,bogota dc,Universidad,Oficial,2011-1,630.0,8810.0,7.15
1105,bogota d c,bogota dc,Universidad,Oficial,2011-2,721.0,9036.0,7.98
1105,bogota d c,bogota dc,Universidad,Oficial,2012-1,555.0,9073.0,6.12
1105,bogota d c,bogota dc,Universidad,Oficial,2012-2,700.0,8893.0,7.87
1105,bogota d c,bogota dc,Universidad,Oficial,2013-1,694.0,8863.0,7.83
1105,bogota d c,bogota dc,Universidad,Oficial,2013-2,573.0,8709.0,6.58
1105,bogota d c,bogota dc,Universidad,Oficial,2014-1,1086.0,8376.0,12.97
1105,bogota d c,bogota dc,Universidad,Oficial,2014-2,807.0,8304.0,9.72
1105,bogota d c,bogota dc,Universidad,Oficial,2015-1,570.0,8232.0,6.92
1105,bogota d c,bogota dc,Universidad,Oficial,2015-2,595.0,8309.0,7.16
1105,bogota d c,bogota dc,Universidad,Oficial,2016-1,602.0,8090.0,7.44
1105,bogota d c,bogota dc,Universidad,Oficial,2016-2,642.0,8155.0,7.87
1105,bogota d c,bogota dc,Universidad,Oficial,2017-1,497.0,8082.0,6.15
1105,bogota d c,bogota dc,Universidad,Oficial,2017-2,522.0,8093.0,6.45
1105,bogota d c,bogota dc,Universidad,Oficial,2018-1,558.0,8333.0,6.7
1105,bogota d c,bogota dc,Universidad,Oficial,2018-2,580.0,8475.0,6.84
1105,bogota d c,bogota dc,Universidad,Oficial,2019-1,634.0,8520.0,7.44
1105,bogota d c,bogota dc,Universidad,Oficial,2019-2,681.0,8586.0,7.93
1105,bogota d c,bogota dc,Universidad,Oficial,2020-1,604.0,8255.0,7.32
1105,bogota d c,bogota dc,Universidad,Oficial,2020-2,760.0,8361.0,9.09
1105,bogota d c,bogota dc,Universidad,Oficial,2021-1,362.0,8348.0,4.34
1105,bogota d c,bogota dc,Universidad,Oficial,2021-2,489.0,8589.0,5.69
1105,bogota d c,bogota dc,Universidad,Oficial,2022-1,524.0,8395.0,6.24
1105,bogota d c,bogota dc,Universidad,Oficial,2022-2,649.0,8403.0,7.72
1105,bogota d c,bogota dc,Universidad,Oficial,2023-1,498.0,8415.0,5.92
1105,bogota d c,bogota dc,Universidad,Oficial,2023-2,508.0,8189.0,6.2
1105,bogota d c,bogota dc,Universidad,Oficial,2024-1,517.0,7129.0,7.25
1105,bogota d c,bogota dc,Universidad,Oficial,2024-2,498.0,7576.0,6.57
1106,boyaca,tunja,Universidad,Oficial,1998-1,0.0,1059.0,0.0
1106,boyaca,tunja,Universidad,Oficial,1998-2,0.0,1779.0,0.0
1106,boyaca,tunja,Universidad,Oficial,1999-1,127.0,3548.0,3.58
1106,boyaca,tunja,Universidad,Oficial,1999-2,116.0,4623.0,2.51
1106,boyaca,tunja,Universidad,Oficial,2000-1,438.0,2786.0,15.72
1106,boyaca,tunja,Universidad,Oficial,2000-2,557.0,6513.0,8.55
1106,boyaca,tunja,Universidad,Oficial,2001-1,494.0,7683.0,6.43
1106,boyaca,tunja,Universidad,Oficial,2001-2,436.0,8605.0,5.07
1106,boyaca,tunja,Universidad,Oficial,2002-1,535.0,9173.0,5.83
1106,boyaca,tunja,Universidad,Oficial,2002-2,591.0,9440.0,6.26
1106,boyaca,tunja,Universidad,Oficial,2003-1,552.0,9786.0,5.64
1106,boyaca,tunja,Universidad,Oficial,2003-2,601.0,10139.0,5.93
1106,boyaca,tunja,Universidad,Oficial,2004-1,675.0,10411.0,6.48
1106,boyaca,tunja,Universidad,Oficial,2004-2,688.0,10563.0,6.51
1106,boyaca,tunja,Universidad,Oficial,2005-1,806.0,10749.0,7.5
1106,boyaca,tunja,Universidad,Oficial,2005-2,708.0,11169.0,6.34
1106,boyaca,tunja,Universidad,Oficial,2006-1,597.0,11723.0,5.09
1106,boyaca,tunja,Universidad,Oficial,2006-2,692.0,12255.0,5.65
1106,boyaca,tunja,Universidad,Oficial,2007-1,941.0,14902.0,6.31
1106,boyaca,tunja,Universidad,Oficial,2007-2,880.0,15390.0,5.72
1106,boyaca,tunja,Universidad,Oficial,2008-1,1093.0,15495.0,7.05
1106,boyaca,tunja,Universidad,Oficial,2008-2,929.0,15615.0,5.95
1106,boyaca,tunja,Universidad,Oficial,2009-1,1247.0,15708.0,7.94
1106,boyaca,tunja,Universidad,Oficial,2009-2,924.0,16022.0,5.77
1106,boyaca,tunja,Universidad,Oficial,2010-1,868.0,16049.0,5.41
1106,boyaca,tunja,Universidad,Oficial,2010-2,975.0,16020.0,6.09
1106,boyaca,tunja,Universidad,Oficial,2011-1,1001.0,17239.0,5.81
1106,boyaca,tunja,Universidad,Oficial,2011-2,965.0,17877.0,5.4
1106,boyaca,tunja,Universidad,Oficial,2012-1,1107.0,17323.0,6.39
1106,boyaca,tunja,Universidad,Oficial,2012-2,1324.0,17584.0,7.53
1106,boyaca,tunja,Universidad,Oficial,2013-1,1161.0,17607.0,6.59
1106,boyaca,tunja,Universidad,Oficial,2013-2,1055.0,18299.0,5.77
1106,boyaca,tunja,Universidad,Oficial,2014-1,919.0,18434.0,4.99
1106,boyaca,tunja,Universidad,Oficial,2014-2,1228.0,19026.0,6.45
1106,boyaca,tunja,Universidad,Oficial,2015-1,1269.0,19274.0,6.58
1106,boyaca,tunja,Universidad,Oficial,2015-2,1179.0,20224.0,5.83
1106,boyaca,tunja,Universidad,Oficial,2016-1,1207.0,20807.0,5.8
1106,boyaca,tunja,Universidad,Oficial,2016-2,1578.0,21332.0,7.4
1106,boyaca,tunja,Universidad,Oficial,2017-1,1598.0,21702.0,7.36
1106,boyaca,tunja,Universidad,Oficial,2017-2,1643.0,20414.0,8.05
1106,boyaca,tunja,Universidad,Oficial,2018-1,1948.0,20155.0,9.67
1106,boyaca,tunja,Universidad,Oficial,2018-2,1231.0,20511.0,6.0
1106,boyaca,tunja,Universidad,Oficial,2019-1,1009.0,20262.0,4.98
1106,boyaca,tunja,Universidad,Oficial,2019-2,1098.0,20454.0,5.37
1106,boyaca,tunja,Universidad,Oficial,2020-1,974.0,20375.0,4.78
1106,boyaca,tunja,Universidad,Oficial,2020-2,1102.0,20319.0,5.42
1106,boyaca,tunja,Universidad,Oficial,2021-1,869.0,20924.0,4.15
1106,boyaca,tunja,Universidad,Oficial,2021-2,1181.0,20603.0,5.73
1106,boyaca,tunja,Universidad,Oficial,2022-1,1185.0,20841.0,5.69
1106,boyaca,tunja,Universidad,Oficial,2022-2,1099.0,21365.0,5.14
1106,boyaca,tunja,Universidad,Oficial,2023-1,1463.0,21239.0,6.89
1106,boyaca,tunja,Universidad,Oficial,2023-2,1017.0,20512.0,4.96
1106,boyaca,tunja,Universidad,Oficial,2024-1,1147.0,18909.0,6.07
1106,boyaca,tunja,Universidad,Oficial,2024-2,1139.0,20082.0,5.67
1107,boyaca,duitama,Universidad,Oficial,1998-1,0.0,193.0,0.0
1107,boyaca,duitama,Universidad,Oficial,1998-2,0.0,378.0,0.0
1107,boyaca,duitama,Universidad,Oficial,1999-1,24.0,451.0,5.32
1107,boyaca,duitama,Universidad,Oficial,1999-2,75.0,553.0,13.56
1107,boyaca,duitama,Universidad,Oficial,2000-1,70.0,237.0,29.54
1107,boyaca,duitama,Universidad,Oficial,2000-2,127.0,1737.0,7.31
1107,boyaca,duitama,Universidad,Oficial,2001-1,29.0,700.0,4.14
1107,boyaca,duitama,Universidad,Oficial,2001-2,1183.0,792.0,149.37
1107,boyaca,duitama,Universidad,Oficial,2002-1,58.0,1.0,5800.0
1107,boyaca,duitama,Universidad,Oficial,2002-2,486.0,215.0,226.05
1107,boyaca,duitama,Universidad,Oficial,2003-1,336.0,428.0,78.5
1107,boyaca,duitama,Universidad,Oficial,2003-2,26.0,570.0,4.56
1107,boyaca,duitama,Universidad,Oficial,2004-1,53.0,641.0,8.27
1107,boyaca,duitama,Universidad,Oficial,2004-2,87.0,729.0,11.93
