ACADE;FINAN;CI_RECI;TIPO;1998-1;1998-2;1999-1;1999-2;2000-1;2000-2;2001-1;2001-2;2002-1;2002-2;2003-1;2003-2;2004-1;2004-2;2005-1;2005-2;2006-1;2006-2;2007-1;2007-2;2008-1;2008-2;2009-1;2009-2;2010-1;2010-2;2011-1;2011-2;2012-1;2012-2;2013-1;2013-2;2014-1;2014-2;2015-1;2015-2;2016-1;2016-2;2017-1;2017-2;2018-1;2018-2;2019-1;2019-2;2020-1;2020-2;2021-1;2021-2;2022-1;2022-2;2023-1;2023-2;2024-1;2024-2
Sin Informaci¿n;Sin Informaci¿n;Sin Informaci¿n;DESERTORES;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;1;2;1;0;0;0;0;1;0;;1;0;0;0;0;0;0;0
Sin Informaci¿n;Sin Informaci¿n;Ninguno;DESERTORES;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;2;1;1;0;0;0;0;1;5;4;11;3;1;9;5;4;3;4;8;5;8;3;2;24;15;18;17;19;20;30;21;37;39;29;22;20;22;46
Sin Informaci¿n;Sin Informaci¿n;1 a 3;DESERTORES;;;;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;2;0;2;2;1;0;1;0;2;2;3;2;2;3;2;1;2;3;1
Sin Informaci¿n;Sin Informaci¿n;4 a 6;DESERTORES;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;3;0;1;0;1;1;0;2;2;0;0;1;0;0;0;0;1
Sin Informaci¿n;Sin Informaci¿n;M¿s de 7;DESERTORES;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;2;2;0;1;0;0;1;4;1;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0
Sin Informaci¿n;Ninguno;Sin Informaci¿n;DESERTORES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;2;0;0;2;1;2;0;1;0;0;1;1;0;1;0;0;0;0;;0;0;0;0;0;0
Sin Informaci¿n;Ninguno;Ninguno;DESERTORES;0;0;11;14;15;13;21;22;81;64;48;57;79;64;74;62;71;64;93;156;45;59;37;31;31;47;78;29;20;90;36;36;37;54;51;46;47;65;66;56;50;69;56;45;78;99;99;68;77;81;40;54;68;49
Sin Informaci¿n;Ninguno;1 a 3;DESERTORES;0;0;0;0;0;2;0;2;1;6;2;1;4;4;0;1;3;1;1;2;2;1;1;1;1;0;0;0;1;5;1;3;1;3;0;1;0;1;1;3;3;4;4;1;4;7;5;1;6;4;0;1;1;1
Sin Informaci¿n;Ninguno;4 a 6;DESERTORES;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;3;2;0;2;0;2;2;0;1;3;3;1;3;1;1;7;3;1;2;2;0;0;1;1;1
Sin Informaci¿n;Ninguno;M¿s de 7;DESERTORES;;;;;;;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;1;0;0;1;3;0;0;3;1;1;0;1;1;0;1;2;0;4;5;1;4;1;1;3;1;0;0;2;0;;;
Sin Informaci¿n;1 a 3;Sin Informaci¿n;DESERTORES;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;1;1;0;1;0;2;2;1;1;1;1;1;0;1;;;;;
Sin Informaci¿n;1 a 3;Ninguno;DESERTORES;0;0;0;0;0;3;2;5;29;28;9;10;14;3;5;5;4;17;22;32;16;12;11;5;16;16;12;9;14;17;12;18;22;16;28;35;26;41;36;54;56;66;59;79;78;87;117;112;158;149;134;136;162;124
Sin Informaci¿n;1 a 3;1 a 3;DESERTORES;0;0;0;0;0;0;1;0;1;1;1;0;5;0;0;1;1;0;0;1;1;2;0;0;2;2;1;0;1;1;1;2;1;1;1;5;5;5;0;1;3;5;10;5;4;9;9;12;9;9;2;6;7;5
Sin Informaci¿n;1 a 3;4 a 6;DESERTORES;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1;1;1;4;2;3;3;3;4;4;0;1;3;0;0;4;1
Sin Informaci¿n;1 a 3;M¿s de 7;DESERTORES;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;2;1;1;1;1;2;1;0;2;0;0;2;0;1;0;0;1;1;0;0;1;0;0;0
Sin Informaci¿n;4 a 6;Sin Informaci¿n;DESERTORES;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;3;0;1;1;1;0;0;1;1;1;3;0;0;0;1;0;1;0;0;;;;;;
Sin Informaci¿n;4 a 6;Ninguno;DESERTORES;;0;0;0;0;0;0;0;0;3;2;1;2;0;2;0;2;0;2;2;3;3;2;2;11;8;11;10;8;22;7;10;16;15;15;16;12;16;20;36;34;49;29;58;59;75;75;54;48;69;91;101;144;174
Sin Informaci¿n;4 a 6;1 a 3;DESERTORES;;;;;0;0;0;0;1;1;0;0;1;0;1;0;0;1;3;0;0;2;1;0;1;1;1;1;0;1;0;0;1;1;0;3;0;1;0;5;1;1;4;7;5;4;3;6;5;7;3;1;2;2
Sin Informaci¿n;4 a 6;4 a 6;DESERTORES;;;;;;0;;;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;3;0;2;1;2;2;0;4;2;1;0;0;1;1;3;2;6;7;3;3;4;5;1;1;1;3;0;0;2
Sin Informaci¿n;4 a 6;M¿s de 7;DESERTORES;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;3;1;5;0;0;2;1;0;1;4;2;1;1;3;0;1;1;0;1;1;0;0;0;1;
Sin Informaci¿n;M¿s de 7;Sin Informaci¿n;DESERTORES;;;;;;;0;0;;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;1;0;;;;;;
Sin Informaci¿n;M¿s de 7;Ninguno;DESERTORES;0;0;0;0;0;0;0;0;0;1;1;0;1;0;4;2;4;2;2;3;1;0;2;1;2;3;4;8;8;8;7;7;7;6;10;20;12;15;15;42;23;19;21;37;30;45;36;33;32;61;52;55;59;102
Sin Informaci¿n;M¿s de 7;1 a 3;DESERTORES;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;2;2;0;3;0;0;0;3;0;3;1;4;2;3;6;2;1;1;2;2;2;2
Sin Informaci¿n;M¿s de 7;4 a 6;DESERTORES;;;;;;0;0;0;0;;;;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;2;1;1;2;2;4;3;2;0;0;0;0;0;0;0;0
Sin Informaci¿n;M¿s de 7;M¿s de 7;DESERTORES;;;;;;;0;0;;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;3;0;2;1;1;4;0;0;2;0;1;1;0;2;0;5;3;5;1;1;1;0;0;2;0;0;;0;;
Ninguno;Sin Informaci¿n;Sin Informaci¿n;DESERTORES;0;0;0;0;1;0;0;2;1;0;1;0;1;1;2;4;2;1;1;5;3;6;7;8;13;2;5;11;8;10;11;12;6;10;10;8;6;9;15;8;6;5;4;5;2;2;3;2;3;0;1;0;2;0
Ninguno;Sin Informaci¿n;Ninguno;DESERTORES;0;0;15;8;45;31;27;22;61;86;57;75;78;112;133;164;162;178;230;449;275;278;462;463;357;369;385;371;351;376;653;468;400;513;530;496;553;508;611;865;568;585;573;631;629;730;812;740;696;642;696;695;820;784
Ninguno;Sin Informaci¿n;1 a 3;DESERTORES;0;0;0;5;5;3;1;4;8;8;5;7;16;27;23;20;19;19;30;44;32;22;26;26;27;21;23;23;22;26;18;19;26;26;37;31;39;30;38;42;42;38;32;24;24;31;29;35;24;12;18;19;20;17
Ninguno;Sin Informaci¿n;4 a 6;DESERTORES;0;0;0;0;0;2;1;0;2;1;5;1;3;4;1;11;13;8;17;19;17;9;17;18;8;31;25;17;16;26;16;26;57;50;52;42;32;33;26;33;25;17;20;16;19;19;17;14;6;4;4;7;6;5
Ninguno;Sin Informaci¿n;M¿s de 7;DESERTORES;0;0;1;1;0;1;0;2;0;0;0;1;2;1;1;7;2;4;3;17;8;15;12;8;17;14;21;22;27;18;31;28;22;17;15;28;23;22;31;25;16;10;5;4;11;4;3;5;2;3;3;2;2;3
Ninguno;Ninguno;Sin Informaci¿n;DESERTORES;0;0;38;30;59;55;74;100;134;125;161;162;211;205;205;251;310;279;259;372;354;443;530;528;541;569;680;758;701;699;727;685;661;643;507;526;488;526;503;445;318;349;245;270;141;241;89;157;98;174;60;184;56;148
Ninguno;Ninguno;Ninguno;DESERTORES;0;0;39842;28190;35971;31663;39544;43583;50295;44600;50601;53617;60459;62489;60852;67845;64931;60437;61291;82920;78830;88435;103969;101636;103229;106596;108555;116820;116037;118966;131797;121032;149104;154986;157674;137473;173832;184740;153832;171217;122898;167499;87809;162666;81596;163741;95670;130759;77422;161375;72193;179950;74063;151868
Ninguno;Ninguno;1 a 3;DESERTORES;0;0;1315;943;1416;1324;1797;1901;2624;2157;2499;3005;3148;2973;3227;3490;3407;3543;3564;4852;5176;5580;6443;6808;8150;7874;8270;10196;8723;9308;8426;8813;8792;8659;8372;8230;8526;8276;7270;6153;4141;4623;2748;4063;2130;3846;1838;2604;1427;2679;1167;2898;926;2252
Ninguno;Ninguno;4 a 6;DESERTORES;0;0;240;240;327;384;526;614;808;672;789;820;1024;1169;1159;1187;1311;1357;1513;2055;1936;2154;2490;2831;3116;3170;3134;3695;3411;3388;3431;3599;3571;4085;3749;3308;3036;3292;3102;2579;1890;2074;1318;1818;1092;1573;735;967;534;1118;462;1140;312;852
Ninguno;Ninguno;M¿s de 7;DESERTORES;0;0;114;144;173;196;289;288;363;337;407;465;599;677;788;818;923;864;899;1263;1195;1371;1532;1704;1835;1957;1966;2458;1958;2146;1744;1683;1418;1502;1266;1419;1229;1360;1373;1116;769;764;413;529;204;425;165;342;143;385;111;395;87;320
Ninguno;1 a 3;Sin Informaci¿n;DESERTORES;0;0;6;0;10;5;7;11;12;11;18;17;23;46;80;40;56;44;64;109;82;115;120;128;121;144;146;147;158;194;141;147;142;135;135;134;111;168;155;153;172;157;143;98;54;69;49;52;54;45;44;35;38;21
Ninguno;1 a 3;Ninguno;DESERTORES;0;0;1012;955;2169;1388;2294;2936;4505;4976;4423;5358;6442;7245;9275;8656;10944;9861;11367;15261;11567;12988;12821;12801;12753;15444;14855;14377;21927;21602;20521;20279;19539;21348;22217;21749;23374;23850;34132;37503;40272;39022;32856;32205;33115;42094;37063;34161;38973;44724;51980;51492;49284;36102
Ninguno;1 a 3;1 a 3;DESERTORES;0;0;50;50;148;90;129;150;315;334;282;402;409;435;674;571;744;731;928;1269;1236;1317;1227;1142;1293;1422;1667;1338;1853;2226;1865;1764;1590;1716;1512;1518;1458;1466;1813;1860;1732;1709;1252;1137;1006;1119;896;881;854;853;877;831;701;471
Ninguno;1 a 3;4 a 6;DESERTORES;0;0;12;13;36;24;50;56;89;122;88;130;145;180;285;198;247;308;341;551;469;468;545;535;581;704;720;693;872;976;850;865;900;974;904;851;753;712;892;1045;970;926;647;630;582;549;354;369;340;340;321;279;266;218
Ninguno;1 a 3;M¿s de 7;DESERTORES;0;0;11;6;12;13;21;27;40;54;39;59;95;86;244;110;184;165;199;431;290;354;253;333;291;372;352;362;481;607;457;407;369;405;367;362;345;379;495;453;404;312;213;164;102;121;72;99;84;81;73;79;76;53
Ninguno;4 a 6;Sin Informaci¿n;DESERTORES;0;0;1;1;1;1;1;2;1;2;2;6;3;3;9;9;6;12;9;39;12;17;30;32;45;36;46;37;33;44;43;62;73;75;72;61;53;45;51;28;42;36;27;25;13;16;11;11;11;9;6;5;7;7
Ninguno;4 a 6;Ninguno;DESERTORES;0;0;100;60;524;204;204;256;464;553;438;760;701;958;925;1419;1410;1472;1648;5083;2663;2489;2408;2318;2192;2428;2312;2589;2497;2972;3195;3567;3555;4091;3780;3810;3711;4431;5428;5611;4241;5046;4521;5241;5280;8302;6208;6162;5953;6843;6321;7236;7592;7602
Ninguno;4 a 6;1 a 3;DESERTORES;0;0;8;6;44;22;18;27;43;41;34;66;74;96;110;116;132;153;148;332;177;185;220;155;175;172;145;174;176;204;194;225;223;266;220;272;217;270;337;295;241;237;233;208;259;317;223;181;163;149;153;136;136;138
Ninguno;4 a 6;4 a 6;DESERTORES;0;0;2;2;6;5;10;13;11;18;14;18;21;38;45;47;44;77;108;289;104;163;218;193;171;227;190;221;195;236;234;313;287;340;323;299;232;283;356;228;170;183;159;149;166;146;99;65;77;68;56;61;58;39
Ninguno;4 a 6;M¿s de 7;DESERTORES;0;0;2;1;2;1;3;4;3;6;3;16;14;17;21;21;20;25;26;166;54;66;52;72;93;112;82;125;109;158;135;160;123;166;179;155;160;146;154;119;100;93;57;35;28;27;19;19;23;24;20;16;12;10
Ninguno;M¿s de 7;Sin Informaci¿n;DESERTORES;0;0;0;0;0;0;0;0;1;2;3;2;0;0;1;2;2;2;2;9;2;6;7;3;9;12;19;11;10;8;14;7;14;9;13;20;13;19;20;18;20;12;13;11;6;7;7;3;5;3;2;2;0;3
Ninguno;M¿s de 7;Ninguno;DESERTORES;0;0;27;30;42;58;48;57;88;213;124;149;186;215;236;369;398;390;501;779;647;654;660;901;1112;1273;1465;1332;1254;1131;1462;1568;1262;1248;1547;1649;1619;1609;1917;2420;1623;1465;1414;1540;1351;1519;1303;1098;1158;1181;1258;1346;1469;1420
Ninguno;M¿s de 7;1 a 3;DESERTORES;0;0;1;6;6;3;7;8;4;14;9;13;25;37;46;55;48;34;43;71;59;43;48;50;61;70;69;49;50;50;57;58;49;45;75;66;64;82;89;108;84;58;84;81;78;58;58;48;51;48;41;29;38;27
Ninguno;M¿s de 7;4 a 6;DESERTORES;0;0;0;1;2;1;1;3;3;3;2;5;6;14;14;12;15;12;12;25;29;20;27;44;30;38;41;21;27;32;30;22;35;34;42;51;41;54;61;59;50;36;47;53;54;37;23;15;16;15;15;8;7;11
Ninguno;M¿s de 7;M¿s de 7;DESERTORES;0;0;0;0;0;1;2;2;1;4;2;2;3;5;8;5;6;8;5;14;5;21;20;35;25;54;56;55;55;74;76;65;72;82;77;75;82;86;90;87;75;49;33;29;33;12;9;10;7;6;6;5;9;3
1 a 3;Sin Informaci¿n;Sin Informaci¿n;DESERTORES;;;0;0;;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;1;2;5;2;1;2;5;3;11;7;8;5;10;9;8;8;4;8;5;4;4;7;4;3;0;3;3;1;1;2
1 a 3;Sin Informaci¿n;Ninguno;DESERTORES;0;0;1;0;0;3;0;4;3;22;4;8;13;9;13;19;17;24;21;44;37;28;71;64;55;82;83;101;93;123;173;199;205;229;307;354;371;421;496;681;789;610;716;756;877;907;894;940;872;901;913;926;1089;1107
1 a 3;Sin Informaci¿n;1 a 3;DESERTORES;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;0;0;0;6;1;2;2;4;6;7;12;5;7;8;6;13;15;18;27;18;25;28;26;29;35;29;41;32;36;41;28;51;37;29;23;18;21;15
1 a 3;Sin Informaci¿n;4 a 6;DESERTORES;0;;0;0;1;0;0;0;1;2;0;0;1;1;0;2;1;0;1;0;1;8;0;6;3;10;7;12;5;9;12;13;20;19;30;30;15;18;28;29;27;25;34;23;36;19;9;17;13;12;9;7;2;6
1 a 3;Sin Informaci¿n;M¿s de 7;DESERTORES;;;;;;;0;0;0;1;0;0;0;0;2;0;0;0;0;3;2;2;3;3;5;4;3;8;5;11;6;17;12;21;13;11;13;25;16;19;25;15;11;11;7;6;3;3;2;4;3;1;1;2
1 a 3;Ninguno;Sin Informaci¿n;DESERTORES;0;0;1;1;2;2;2;3;1;1;2;5;5;5;2;5;10;19;18;23;23;18;28;35;33;40;44;48;51;44;52;67;43;59;51;58;65;71;61;80;78;87;83;50;32;27;16;12;10;5;9;3;6;0
1 a 3;Ninguno;Ninguno;DESERTORES;0;0;1060;1078;1178;1021;1163;1469;1248;1446;1458;1450;1407;1493;1903;1743;2425;2670;3365;5061;3278;3570;4689;4651;5549;5369;6199;6557;7415;9103;9542;9640;9179;10692;11373;12274;13983;13452;18075;17011;18006;16599;16144;15629;16319;15950;13830;6031;9442;8144;8647;8418;9781;8811
1 a 3;Ninguno;1 a 3;DESERTORES;0;0;31;34;41;25;38;50;61;82;61;56;77;66;90;104;127;149;199;343;241;290;297;332;385;371;463;445;576;618;695;824;702;767;751;801;930;866;957;916;794;779;666;580;573;610;455;232;227;183;148;132;142;80
1 a 3;Ninguno;4 a 6;DESERTORES;0;0;6;3;13;7;16;11;12;21;22;21;24;25;37;34;52;49;93;121;79;121;128;162;178;176;209;210;226;291;263;291;310;379;373;343;375;369;405;407;354;344;322;315;313;275;200;79;84;72;44;44;53;31
1 a 3;Ninguno;M¿s de 7;DESERTORES;0;0;3;4;3;4;7;7;5;16;11;8;11;8;24;24;35;37;64;95;65;68;102;105;91;97;113;135;172;163;173;150;143;144;115;145;148;206;216;238;229;189;111;70;52;56;35;15;17;14;15;12;11;16
1 a 3;1 a 3;Sin Informaci¿n;DESERTORES;0;0;1;1;1;0;0;3;1;3;0;1;5;4;2;4;1;6;3;14;8;7;11;18;13;19;26;26;26;35;34;41;56;49;38;56;41;42;55;64;74;85;95;59;43;28;29;26;26;33;25;21;30;41
1 a 3;1 a 3;Ninguno;DESERTORES;0;0;85;351;71;96;180;180;180;563;229;284;311;350;420;495;807;770;1067;1550;1174;1137;1542;1654;1993;2417;3052;3352;4044;4921;5764;6353;6934;7900;8960;8969;9850;10715;13574;17908;16286;18119;20863;19288;20394;22725;21977;22063;25206;28689;31169;30600;33793;42273
1 a 3;1 a 3;1 a 3;DESERTORES;0;0;5;18;3;5;12;7;18;57;12;23;36;25;25;50;81;65;65;127;143;160;214;186;262;284;354;368;397;505;522;627;628;628;588;597;651;595;766;805;808;798;788;720;678;686;578;744;670;549;550;465;455;622
1 a 3;1 a 3;4 a 6;DESERTORES;0;0;2;2;1;5;3;5;7;25;4;4;12;10;13;11;15;26;40;69;61;41;74;62;113;126;144;166;170;191;204;226;269;335;284;302;249;231;302;435;417;415;402;406;402;335;244;245;215;205;161;149;176;221
1 a 3;1 a 3;M¿s de 7;DESERTORES;0;0;1;1;2;0;1;3;4;7;3;2;6;3;10;8;15;15;15;22;12;33;34;41;66;70;66;92;84;102;111;121;123;116;130;97;108;134;158;258;181;166;108;80;59;63;38;51;62;37;52;37;43;49
1 a 3;4 a 6;Sin Informaci¿n;DESERTORES;;;;0;0;0;0;0;1;1;1;0;1;1;2;0;0;1;2;2;2;3;2;13;6;8;9;11;13;22;19;19;11;12;28;28;26;20;29;19;27;25;24;13;15;14;16;4;13;8;12;7;9;4
1 a 3;4 a 6;Ninguno;DESERTORES;0;0;11;2;14;16;15;27;51;96;44;31;45;69;80;98;111;132;147;314;188;209;283;287;383;380;394;565;671;852;868;1056;1135;1474;1764;1961;2069;2327;2874;3612;3609;4147;3897;4555;4878;6504;5855;5309;5558;7113;7515;8172;8588;10666
1 a 3;4 a 6;1 a 3;DESERTORES;0;0;0;0;1;2;0;4;1;12;0;6;5;6;11;9;7;13;14;24;21;16;29;25;50;36;48;61;55;76;109;98;130;115;119;156;124;137;147;151;182;183;175;211;203;249;171;182;170;161;141;169;131;142
1 a 3;4 a 6;4 a 6;DESERTORES;0;0;1;1;1;1;0;2;2;2;3;2;2;2;5;26;7;7;10;20;14;18;31;37;65;38;43;64;88;126;121;120;152;148;164;186;158;126;116;157;127;129;118;137;131;123;79;70;61;68;63;45;44;59
1 a 3;4 a 6;M¿s de 7;DESERTORES;0;0;1;0;0;1;0;2;0;0;0;0;0;4;3;1;3;1;4;14;4;10;12;14;9;21;13;25;44;53;41;55;45;53;57;63;59;47;81;68;60;52;35;28;18;17;18;13;10;17;11;9;9;16
1 a 3;M¿s de 7;Sin Informaci¿n;DESERTORES;;0;0;;;0;1;0;0;0;0;0;0;1;0;0;2;0;2;4;1;0;1;2;1;5;5;4;3;4;5;5;7;3;12;14;18;5;18;23;16;24;22;9;13;12;7;4;3;5;3;3;1;5
1 a 3;M¿s de 7;Ninguno;DESERTORES;0;0;1;1;8;0;9;5;17;32;27;20;20;32;36;44;64;58;72;126;109;109;133;181;211;280;357;392;401;499;605;661;656;810;984;1081;1205;1277;1408;2354;2094;2017;1977;2345;2325;2590;2691;2053;1916;1995;2052;2133;2089;2100
1 a 3;M¿s de 7;1 a 3;DESERTORES;0;0;1;0;0;1;0;0;2;1;1;0;6;2;5;2;7;6;7;6;7;5;14;12;8;15;18;26;21;22;31;32;42;50;58;56;65;60;78;100;110;79;90;93;94;101;106;98;85;52;63;64;52;44
1 a 3;M¿s de 7;4 a 6;DESERTORES;0;0;0;0;1;0;0;1;0;4;1;1;2;1;2;1;2;3;3;3;3;0;9;7;9;12;14;17;11;14;16;21;21;41;39;32;26;38;61;52;51;58;62;62;62;85;53;38;31;33;23;24;13;14
1 a 3;M¿s de 7;M¿s de 7;DESERTORES;;;0;0;0;0;0;0;3;0;2;0;1;1;3;2;1;2;7;3;2;3;5;10;12;16;17;24;28;21;32;28;35;38;37;38;68;70;90;104;102;73;49;43;26;31;17;14;6;9;4;7;7;6
4 a 6;Sin Informaci¿n;Sin Informaci¿n;DESERTORES;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;3;1;0;1;2;0;2;2;1;1;1;0;0;0;1;0;0;0;0;0;0
4 a 6;Sin Informaci¿n;Ninguno;DESERTORES;0;0;1;0;0;0;1;1;0;3;0;1;3;0;3;7;7;1;4;8;5;4;5;7;3;6;7;13;5;8;13;20;20;17;21;42;24;48;40;93;69;67;81;117;97;139;116;138;149;143;153;172;278;294
4 a 6;Sin Informaci¿n;1 a 3;DESERTORES;;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;1;1;1;0;0;1;0;0;1;0;0;1;0;1;1;0;7;5;6;3;2;6;2;6;8;4;6;6;3;4;10;8;3;5;4;2;5;4
4 a 6;Sin Informaci¿n;4 a 6;DESERTORES;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;2;0;0;3;2;2;2;4;3;4;7;6;4;7;11;8;12;7;3;3;3;3;2;1;1
4 a 6;Sin Informaci¿n;M¿s de 7;DESERTORES;;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;2;1;1;1;2;2;2;1;3;1;3;3;8;6;6;7;0;0;3;3;2;0;0;3;0;0;1;0
4 a 6;Ninguno;Sin Informaci¿n;DESERTORES;0;0;0;0;0;0;0;1;1;1;0;0;1;0;3;0;0;1;0;3;1;0;1;1;0;3;5;2;1;2;5;8;4;5;1;5;6;5;5;8;6;8;11;7;5;4;2;1;0;1;0;1;1;1
4 a 6;Ninguno;Ninguno;DESERTORES;0;0;62;46;87;192;247;255;209;280;206;270;238;277;284;275;278;313;372;983;244;248;246;193;348;324;501;502;370;613;469;458;509;612;648;603;686;594;672;725;627;689;932;999;1060;1254;1221;544;503;613;474;556;600;640
4 a 6;Ninguno;1 a 3;DESERTORES;0;0;1;3;6;7;7;11;9;17;5;6;5;11;11;10;12;10;15;20;10;12;10;15;9;13;15;17;22;32;20;34;36;21;40;29;25;32;42;40;37;47;54;48;46;91;63;45;38;22;16;11;12;13
4 a 6;Ninguno;4 a 6;DESERTORES;0;0;1;0;2;2;0;2;1;3;2;0;3;4;3;5;5;3;6;11;4;6;4;6;10;11;20;9;7;25;18;21;18;31;29;28;20;14;26;28;15;28;37;36;38;64;26;15;14;1;5;8;5;2
4 a 6;Ninguno;M¿s de 7;DESERTORES;0;0;1;0;0;0;0;1;0;0;3;1;1;1;5;2;1;2;0;3;5;6;2;3;7;6;4;3;8;11;18;9;14;14;17;17;14;16;15;12;13;15;18;15;8;6;9;4;5;2;2;2;1;2
4 a 6;1 a 3;Sin Informaci¿n;DESERTORES;0;0;0;0;0;0;0;;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;3;3;0;2;3;2;2;3;7;5;6;4;7;5;1;8;6;9;9;18;13;8;4;9;3;6;1;2;5;4;1
4 a 6;1 a 3;Ninguno;DESERTORES;0;0;11;1;8;12;27;33;84;105;24;28;27;34;31;40;50;89;79;196;101;96;111;89;109;320;125;162;174;213;182;945;327;332;374;1216;456;446;501;642;631;854;946;969;1006;1306;1467;1489;1683;1687;1711;1659;1685;1684
4 a 6;1 a 3;1 a 3;DESERTORES;0;0;1;0;1;2;2;3;10;8;5;2;2;2;4;6;1;4;2;10;6;10;7;16;7;19;17;18;12;30;20;65;24;24;23;68;53;36;48;59;59;72;75;76;99;97;114;116;106;68;74;53;44;37
4 a 6;1 a 3;4 a 6;DESERTORES;;;;0;0;0;0;0;3;5;0;0;0;0;1;1;0;2;4;8;6;5;4;11;4;13;10;9;8;19;9;37;31;26;27;48;30;20;27;45;28;28;60;57;54;85;43;40;26;21;21;24;10;10
4 a 6;1 a 3;M¿s de 7;DESERTORES;0;;;;0;1;1;0;0;1;0;0;0;0;1;1;0;1;3;6;1;1;5;2;6;10;4;5;3;6;11;18;15;7;16;13;18;13;18;20;28;18;17;19;12;11;9;11;4;5;3;4;6;2
4 a 6;4 a 6;Sin Informaci¿n;DESERTORES;;;0;0;0;0;0;0;;0;0;1;0;0;0;0;0;1;0;0;1;3;0;0;1;4;4;5;4;7;5;7;2;0;9;3;5;2;9;5;2;4;4;3;3;1;2;3;2;3;2;2;0;0
4 a 6;4 a 6;Ninguno;DESERTORES;0;0;16;2;4;2;0;4;21;34;10;15;18;10;14;20;18;21;26;75;35;51;48;45;50;84;88;155;97;115;89;203;224;272;196;237;215;251;316;419;416;516;556;601;719;883;730;846;884;1163;1529;1731;1888;2799
4 a 6;4 a 6;1 a 3;DESERTORES;0;0;0;0;1;1;0;0;2;2;1;2;1;1;3;6;1;5;2;3;2;4;8;5;2;9;14;9;1;14;12;8;16;22;16;34;19;37;33;27;26;41;51;47;46;49;36;35;44;38;30;25;38;41
4 a 6;4 a 6;4 a 6;DESERTORES;;;;;0;0;0;0;2;3;1;0;0;1;1;1;1;1;4;1;3;2;6;9;11;13;15;14;9;25;14;12;16;12;33;21;29;21;24;46;29;30;26;29;25;28;12;6;12;22;16;12;10;17
4 a 6;4 a 6;M¿s de 7;DESERTORES;;;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;0;0;2;0;2;2;2;1;4;6;7;5;12;9;9;10;15;8;17;8;8;19;16;10;13;7;7;8;6;1;4;0;4;3;5;4;4
4 a 6;M¿s de 7;Sin Informaci¿n;DESERTORES;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;1;1;3;4;0;2;3;1;6;1;1;4;10;6;11;8;5;3;5;0;2;0;0;1;0;2;3
4 a 6;M¿s de 7;Ninguno;DESERTORES;0;0;0;0;1;1;0;1;3;5;4;1;6;4;2;4;7;6;15;20;21;15;20;20;36;38;38;49;56;46;60;65;67;86;95;109;135;128;170;376;237;185;175;243;222;215;218;236;233;291;384;364;419;348
4 a 6;M¿s de 7;1 a 3;DESERTORES;;;;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;2;0;4;3;2;6;1;3;5;2;5;4;8;11;14;12;14;13;21;9;20;11;19;15;19;34;19;27;14;25;17;11;11
