target
6.28
4.13
5.48
4.93
10.84
7.9
3.05
2.24
3.11
5.0
4.45
3.85
7.42
6.23
8.91
4.67
5.05
4.72
8.73
7.02
5.74
6.65
7.08
6.24
6.17
5.88
5.34
4.98
5.09
4.47
4.27
4.71
6.32
4.89
5.68
6.94
5.63
6.29
5.48
5.97
9.37
14.12
6.36
4.9
6.8
9.12
6.55
6.26
7.25
6.73
5.69
7.19
7.17
7.17
5.62
10.41
7.28
7.83
7.77
5.5
8.23
11.36
12.53
12.42
9.67
10.16
9.14
9.99
11.12
9.66
8.09
11.27
19.63
16.98
10.59
9.97
10.56
8.92
16.58
10.34
10.98
8.86
8.09
9.2
12.88
7.37
8.89
7.04
11.84
7.36
6.36
6.79
7.13
7.11
6.95
7.67
7.42
6.72
8.47
6.02
9.71
3.62
6.67
8.26
7.23
6.95
8.12
6.4
6.87
6.66
6.61
6.43
7.08
7.51
9.21
7.82
9.26
7.62
7.89
6.55
5.87
6.96
13.5
12.76
18.76
7.21
14.13
14.87
16.84
22.31
12.03
15.15
10.85
12.05
9.27
10.3
10.77
10.12
9.31
9.41
9.64
10.9
12.11
10.35
9.99
8.28
9.97
9.79
7.88
6.73
6.92
7.22
9.19
17.33
12.02
10.33
10.37
8.46
8.94
10.6
7.51
11.33
13.38
8.78
11.97
11.79
8.0
8.42
8.56
10.13
8.29
10.3
11.25
13.91
51.41
6.99
1.93
8.53
9.93
4.34
5.11
4.23
12.21
5.59
12.3
14.26
6.3
5.28
11.71
7.35
10.64
15.59
12.53
14.87
22.09
27.0
20.74
33.91
14.95
17.73
8.57
8.52
9.3
10.36
10.27
11.07
10.71
9.07
8.11
9.64
9.45
15.06
7.45
9.72
12.44
8.79
7.97
7.92
9.81
9.65
9.17
11.61
8.9
11.17
8.12
7.05
6.6
8.45
9.0
8.54
10.59
94.44
100.0
100.0
100.0
6.05
0.28
5.19
4.14
4.72
4.66
5.81
5.03
4.87
5.54
5.39
4.99
9.22
7.83
7.09
7.02
5.86
7.8
5.72
8.1
7.77
8.33
5.72
5.48
8.76
6.93
7.25
7.02
6.83
6.28
5.75
7.6
6.82
7.15
5.96
7.66
6.7
5.8
3.63
4.3
3.53
5.76
5.79
13.47
10.0
12.32
24.61
21.49
15.35
18.84
11.84
15.92
15.78
12.0
12.65
31.25
13.85
33.61
16.62
12.34
12.92
19.91
15.25
28.37
23.16
8.38
14.05
15.56
12.42
11.31
12.57
13.34
11.92
18.69
9.56
9.82
12.37
13.54
8.0
9.56
7.22
10.07
21.41
11.6
7.7
5.05
60.81
8.7
13.58
87.94
9.38
6.06
16.81
12.91
6.76
10.63
15.82
29.71
12.37
11.53
14.46
23.59
13.03
12.9
12.61
11.27
14.62
17.12
16.23
14.98
20.58
17.41
20.17
13.82
28.47
12.75
23.34
11.17
12.09
12.88
9.85
12.09
8.57
9.4
8.17
10.2
6.78
5.18
8.26
9.22
10.05
9.39
2.56
6.25
4.55
1.18
1.95
13.39
20.97
4.17
5.06
52.31
2.82
0.0
5.26
0.0
0.0
0.0
0.0
5.1
6.77
5.13
10.03
8.0
5.89
7.13
7.01
10.21
9.3
6.25
8.7
7.19
5.87
7.97
17.66
8.95
7.06
7.04
8.52
8.54
16.29
11.74
10.88
9.57
7.39
9.71
8.75
8.03
8.75
9.29
10.35
8.49
4.55
8.2
9.79
8.79
8.64
10.62
10.2
9.96
30.44
7.37
2.71
9.73
12.62
9.64
6.16
5.13
13.6
39.83
6.21
8.55
100.0
14.43
2.13
6.53
8.73
8.42
11.89
11.78
14.7
15.11
15.02
18.62
17.17
16.33
11.42
9.5
8.26
9.44
9.17
9.81
7.48
9.2
7.88
9.46
9.9
8.79
9.24
9.97
9.51
10.42
10.41
10.49
10.12
21.32
12.49
9.14
9.65
100.0
11.76
3.72
11.57
3.72
8.1
5.17
8.54
8.35
9.82
8.29
10.12
7.33
7.42
7.6
8.72
9.0
8.37
13.33
58.26
6.03
6.53
9.65
14.81
6.87
7.66
7.71
7.81
8.24
6.7
7.82
6.83
6.7
7.24
7.79
7.08
7.31
5.76
7.44
5.99
6.15
5.66
7.18
9.22
14.28
5.81
5.31
8.93
4.95
7.93
6.18
16.39
42.86
2.7
0.11
6.9
4.62
5.7
5.05
5.37
6.44
5.76
5.02
6.81
6.21
4.75
5.17
6.36
5.24
5.25
5.44
6.41
5.27
5.62
6.83
6.74
5.87
6.53
5.94
6.22
5.45
3.88
7.87
6.21
6.21
5.77
4.43
4.82
5.25
5.49
5.35
4.62
4.22
2.31
3.15
4.29
5.39
6.39
0.69
0.57
0.5
22.79
6.93
5.6
6.48
5.29
6.72
5.65
6.32
5.53
6.6
6.03
5.6
6.23
9.61
6.97
11.72
8.22
6.45
6.59
9.75
7.48
9.93
9.52
10.3
12.23
9.35
8.55
11.5
10.96
10.15
9.76
9.94
9.37
8.47
8.52
8.99
10.03
8.46
7.69
3.63
12.42
5.92
3.01
7.69
6.98
6.02
3.53
4.17
1.79
4.09
2.06
4.12
5.96
7.34
4.17
7.21
8.2
5.81
2.63
2.12
5.15
3.37
5.08
8.7
6.21
8.78
4.85
4.2
3.88
6.44
5.87
5.83
6.03
4.77
4.86
4.27
6.4
4.83
5.82
4.88
5.64
3.86
4.76
4.46
4.57
4.13
4.37
2.97
5.82
6.77
5.2
6.82
6.43
4.14
2.54
24.1
4.53
8.85
10.12
17.28
32.39
17.98
18.96
17.06
29.2
8.74
7.42
7.32
5.36
12.95
23.77
25.77
22.63
19.94
14.54
21.22
12.44
29.81
31.16
5.74
9.86
11.18
13.49
11.9
9.01
12.94
24.11
11.85
8.99
8.31
10.49
6.81
7.55
4.0
6.31
10.95
13.11
11.48
0.0
0.0
8.19
10.25
10.01
7.65
10.2
8.89
8.76
10.63
10.36
10.96
12.65
15.37
12.82
10.46
9.52
8.42
12.2
13.37
9.57
13.33
11.7
10.33
9.27
9.99
8.81
8.43
8.04
8.82
7.74
7.67
6.28
9.29
16.88
10.72
2.38
21.47
11.56
9.44
7.2
9.03
4.89
6.71
6.58
8.26
9.76
57.21
10.8
4.81
8.02
7.46
8.08
8.76
9.16
9.39
12.89
6.56
9.68
8.71
11.02
12.55
44.05
13.39
9.77
7.97
8.61
9.56
7.37
7.29
9.83
8.98
10.5
14.21
9.8
6.33
7.34
6.86
6.48
4.65
5.72
9.04
6.86
6.36
5.94
5.83
5.7
5.62
4.88
2.25
2.51
3.34
6.37
8.06
1.28
0.93
1.64
15.68
100.0
62.95
5.02
10.74
41.63
7.64
7.66
25.48
20.2
8.78
38.37
48.26
10.47
12.52
10.06
10.12
10.56
7.89
9.32
7.92
12.42
13.87
9.16
6.8
6.58
10.77
7.76
6.57
8.25
7.08
6.97
6.51
5.44
4.58
4.64
4.09
4.25
3.91
2.35
2.22
3.22
4.87
5.27
0.53
0.58
2.89
1.91
6.03
5.03
4.86
5.85
6.98
8.82
11.99
13.22
7.77
8.88
6.3
7.01
11.22
11.33
15.82
10.64
9.73
14.83
7.91
7.47
8.73
10.83
8.74
10.34
6.74
8.0
6.75
7.08
7.15
6.18
7.06
8.34
6.74
7.5
5.76
7.62
4.85
5.84
2.93
4.49
4.48
7.21
4.51
2.47
7.3
8.49
8.15
8.47
3.26
5.11
10.33
5.85
5.73
6.79
10.07
10.75
8.47
8.36
8.87
9.43
6.01
6.66
12.94
10.59
7.83
6.53
9.8
7.26
7.73
7.97
8.39
7.84
11.52
7.27
6.66
9.21
9.54
8.09
5.36
6.07
4.97
4.71
4.57
4.67
3.28
0.95
2.94
4.89
4.34
3.46
11.75
12.71
9.91
6.99
9.92
9.62
10.97
10.45
13.43
12.69
13.02
56.27
14.69
3.23
7.63
13.74
7.71
10.4
9.3
8.34
10.17
11.33
7.92
8.5
8.47
8.54
6.79
7.32
7.47
8.6
8.26
8.16
8.62
8.17
7.09
8.89
8.75
7.62
7.7
7.43
6.57
6.89
4.18
4.61
5.83
7.38
6.66
9.0
8.35
7.44
7.48
7.68
7.13
7.72
6.73
11.55
10.94
11.92
100.0
27.25
0.34
18.75
16.48
7.73
7.31
4.23
7.65
9.1
10.8
6.74
7.49
7.13
7.89
5.95
6.83
5.17
7.64
7.15
7.49
8.61
7.59
7.51
6.84
5.82
7.2
8.02
7.68
4.03
4.5
2.84
3.51
4.47
8.37
4.86
14.29
18.89
13.11
8.05
11.17
13.52
19.06
19.63
16.6
24.65
20.09
100.0
47.59
4.24
13.64
42.07
12.44
8.88
14.0
9.01
10.38
11.62
9.23
8.21
12.35
9.64
5.37
6.04
6.67
6.21
6.28
9.4
7.13
8.87
11.37
7.31
9.07
8.91
7.34
7.17
6.04
7.71
5.63
4.98
7.04
6.3
8.1
4.93
11.22
7.75
13.95
21.63
11.38
7.37
3.28
7.79
9.66
9.13
8.07
6.15
7.5
6.33
7.61
6.73
14.74
10.05
8.19
12.8
3.73
4.35
7.09
6.28
7.41
7.72
6.59
30.9
7.97
15.14
8.78
28.78
3.83
7.69
12.37
10.15
19.81
28.57
31.06
5.96
10.95
12.84
8.31
29.31
6.61
0.65
7.82
20.92
13.23
6.37
8.06
4.07
9.57
7.74
9.06
10.34
10.47
7.94
8.13
12.03
16.8
5.89
11.41
27.78
13.6
5.36
16.77
4.49
5.59
21.2
7.07
7.16
15.95
11.49
10.6
15.69
7.69
4.17
5.57
5.04
14.29
5.08
8.74
3.92
7.51
15.14
3.55
2.08
1.69
2.22
7.79
0.0
18.84
18.71
5.8
14.13
7.77
4.4
7.74
7.81
7.58
7.26
7.8
8.16
15.9
9.82
8.32
16.58
9.12
6.97
24.4
9.07
14.79
21.18
12.39
11.32
22.62
6.79
7.41
11.92
10.42
6.15
31.61
14.79
17.04
11.64
5.88
7.56
9.72
5.49
4.71
14.36
10.9
3.36
4.1
2.73
12.17
4.2
6.98
10.56
3.7
3.31
10.47
9.57
5.43
6.39
6.47
10.04
5.13
4.52
3.69
6.83
9.86
7.4
17.88
11.92
5.55
8.96
8.3
12.84
17.26
25.49
11.38
14.43
16.7
17.8
19.62
21.79
14.22
9.81
4.18
12.92
17.42
9.96
8.91
10.6
7.97
4.38
5.78
4.44
7.12
15.21
13.83
18.1
15.84
11.97
12.95
7.21
8.96
34.25
13.56
12.88
11.74
13.87
14.35
8.45
6.19
10.56
8.85
6.24
4.22
5.25
6.65
10.94
12.78
5.66
15.7
8.73
12.63
21.62
13.7
9.92
9.61
9.11
9.01
13.67
32.45
24.17
15.76
4.73
17.28
9.9
4.56
8.51
7.81
11.39
3.24
1.34
4.68
5.65
4.39
4.12
4.34
4.77
4.85
5.32
5.19
5.22
6.25
9.87
6.08
7.02
4.85
5.25
6.73
7.84
10.04
9.2
7.65
6.4
6.55
10.55
6.23
6.9
5.91
5.43
5.07
5.81
5.23
5.28
4.64
5.27
6.79
4.22
5.2
5.09
4.48
4.79
4.58
4.99
3.92
3.83
3.97
3.95
4.36
10.31
9.26
8.79
7.9
7.76
7.89
7.92
6.89
7.36
6.8
7.63
6.9
7.14
7.17
6.66
7.34
7.23
7.28
7.66
7.27
8.06
7.6
6.21
6.08
6.31
7.0
7.01
7.65
7.13
6.61
7.1
6.33
6.59
6.48
6.41
5.28
5.64
5.56
5.59
5.28
4.85
5.14
4.34
4.1
4.82
5.31
4.73
14.89
13.82
12.53
10.36
10.82
8.09
12.04
11.43
11.79
14.91
16.68
10.27
10.0
9.83
13.15
27.3
10.85
11.45
11.84
12.84
12.75
11.61
12.37
12.51
13.1
13.85
12.88
15.59
13.12
12.33
13.72
12.66
8.95
17.27
18.95
17.46
19.91
19.96
21.36
35.8
52.63
16.84
20.11
24.81
24.55
24.9
20.51
9.41
8.91
11.27
50.47
100.0
6.55
9.38
8.31
9.06
7.23
10.43
7.28
8.07
6.98
6.9
7.04
8.69
10.43
12.39
12.06
10.76
12.64
11.73
10.99
11.0
12.34
8.64
8.86
8.03
5.06
9.72
7.66
8.33
9.98
12.1
10.9
10.11
9.09
10.29
10.22
9.28
9.94
8.15
8.75
10.26
9.28
11.34
7.95
5.88
6.72
6.77
6.1
4.08
5.78
6.91
7.26
6.52
6.62
7.94
7.64
6.26
7.12
7.14
6.64
6.87
9.11
9.42
9.61
8.02
7.52
9.81
7.64
14.61
7.94
11.27
8.4
10.1
8.64
8.46
8.47
11.16
9.21
9.01
9.4
16.27
7.04
7.76
6.97
11.74
8.8
10.74
10.94
14.45
7.53
6.1
10.56
11.48
15.73
4.63
8.82
5.86
11.81
13.66
5.71
12.21
4.01
13.42
13.21
9.3
11.0
10.27
11.74
10.51
13.46
12.98
14.08
11.9
12.69
11.65
15.08
11.73
11.39
10.23
11.49
9.4
10.03
9.54
9.99
8.45
11.53
7.81
10.99
10.7
10.43
7.41
9.3
5.55
7.5
7.05
8.78
6.46
15.55
9.85
9.73
7.52
5.93
4.5
4.81
5.2
6.01
6.08
7.61
11.0
9.68
10.01
7.25
5.72
10.53
8.74
10.08
9.6
8.19
8.89
8.26
7.94
9.32
8.48
8.01
8.29
8.58
7.96
7.42
7.58
7.18
8.83
6.65
8.09
8.85
5.99
6.25
5.75
6.71
8.06
8.33
5.47
6.95
7.41
5.86
8.89
8.97
8.88
10.84
9.59
10.32
9.82
11.48
8.48
6.37
7.45
6.78
8.16
7.02
6.83
11.31
12.08
8.88
12.12
12.49
11.5
12.54
13.83
14.97
17.65
19.13
13.23
11.84
14.13
17.16
13.61
11.99
12.41
9.9
12.33
17.38
9.39
7.12
10.54
13.19
8.41
8.5
11.32
13.87
14.08
9.17
15.94
15.21
13.87
14.32
12.72
9.97
10.42
10.58
13.28
14.06
15.72
12.12
10.61
10.59
15.12
37.57
11.2
12.81
12.17
11.23
10.83
10.39
9.47
9.19
9.41
8.63
9.32
19.64
8.68
8.11
7.94
8.4
7.72
7.97
8.31
8.71
9.03
9.59
10.04
9.91
8.63
9.67
9.99
5.94
7.03
7.17
7.26
9.72
6.75
8.16
0.39
4.51
14.14
4.84
11.78
6.9
6.43
6.95
13.04
8.29
12.78
8.95
7.77
7.06
9.77
8.0
7.59
7.8
7.96
8.64
8.86
6.97
9.52
7.5
7.03
9.6
8.87
9.94
13.97
9.82
7.97
7.22
7.52
7.08
6.51
6.75
7.56
6.35
6.91
5.61
4.96
6.42
12.68
7.65
7.49
9.13
9.32
8.86
9.47
7.6
7.93
1.79
4.35
7.76
7.87
8.58
8.34
9.14
8.63
6.16
5.74
4.27
4.91
4.47
4.89
5.27
5.63
4.57
6.02
4.34
4.75
4.88
4.34
3.62
3.24
5.02
2.95
2.79
3.91
3.0
3.74
4.4
6.04
3.47
3.24
2.38
2.33
3.22
1.66
3.26
2.65
8.39
23.52
7.97
8.77
8.25
7.26
6.67
7.26
7.56
7.67
9.35
6.95
8.67
9.61
4.72
3.86
4.91
4.95
5.41
6.42
5.82
5.21
5.12
5.71
5.39
5.22
5.28
5.66
5.77
6.12
5.07
4.93
6.09
5.26
6.18
5.69
5.98
6.19
5.78
5.0
5.38
4.35
3.77
3.83
4.33
3.33
5.63
6.76
6.64
7.16
5.11
6.96
6.9
6.79
5.81
5.0
5.43
5.45
5.95
6.35
5.21
5.98
5.06
6.16
5.67
5.18
4.79
4.18
4.21
5.14
4.18
3.71
2.97
3.18
5.17
3.47
3.4
3.08
3.46
3.5
4.24
3.32
3.01
2.72
3.51
3.9
4.9
5.32
5.01
5.17
4.86
5.13
6.12
8.71
8.67
7.26
6.17
5.76
6.46
6.13
8.05
9.34
10.12
9.35
7.02
7.27
6.59
6.46
6.51
6.12
6.19
6.36
6.57
6.36
5.89
6.74
7.63
5.63
5.55
5.56
5.64
5.69
2.48
5.2
4.65
4.02
4.93
3.22
3.61
4.64
4.33
7.06
6.02
7.37
5.94
4.51
4.86
5.34
4.07
5.03
5.54
4.08
4.19
4.54
3.69
3.99
5.19
3.34
2.97
3.59
4.29
4.22
4.28
4.68
3.67
4.69
3.13
3.76
3.21
3.02
3.46
5.02
4.73
4.43
4.15
5.7
4.64
5.79
4.85
4.45
3.43
4.77
3.13
3.88
5.69
6.31
7.47
6.5
10.38
10.03
10.39
10.68
9.63
8.77
8.91
9.38
9.69
8.7
11.47
10.4
11.72
9.57
8.65
8.48
8.81
8.59
8.22
8.2
7.32
7.39
8.65
7.55
8.52
7.8
7.84
9.11
7.87
8.8
7.03
7.38
6.27
7.35
10.88
9.94
7.37
10.66
8.35
5.21
7.79
8.1
8.73
5.26
6.09
5.36
5.89
9.47
7.35
9.92
6.37
8.41
6.52
7.25
6.34
7.26
6.66
5.77
6.5
6.81
7.24
7.72
9.16
10.84
9.36
10.4
7.88
7.74
9.05
9.1
7.39
6.88
7.39
7.64
7.6
8.09
10.46
7.42
6.0
7.47
8.67
10.27
8.37
9.18
8.92
8.63
10.18
11.56
8.77
10.62
9.62
10.94
11.64
11.22
11.69
9.48
7.09
6.83
6.94
9.24
7.9
9.78
9.66
11.12
13.11
14.63
14.44
13.21
15.14
22.89
10.72
14.62
11.83
9.07
9.82
31.91
62.56
8.31
8.98
9.85
13.52
16.47
10.92
12.08
9.13
7.53
7.13
10.57
8.62
7.78
7.93
8.1
8.49
10.42
9.71
8.76
8.66
10.13
7.72
9.16
9.34
10.0
13.08
9.87
9.82
12.3
10.09
12.2
17.15
13.68
13.8
11.34
3.15
20.57
11.92
12.37
10.23
10.03
10.0
10.58
10.8
10.52
10.46
10.21
9.72
10.58
9.21
9.48
10.67
9.95
11.12
10.49
9.35
9.56
9.78
10.09
9.52
9.68
10.35
9.2
77.25
73.14
17.47
6.72
6.36
6.87
10.46
6.21
6.95
9.38
4.99
5.9
4.99
5.77
5.08
4.56
8.61
13.07
6.42
4.81
7.24
8.61
7.38
7.33
5.92
5.21
4.01
4.64
3.85
4.66
4.54
4.7
3.94
4.53
4.44
4.52
5.39
5.09
5.96
7.51
8.47
6.44
7.52
5.42
6.44
6.1
7.76
7.55
7.27
8.48
8.27
5.97
6.79
7.03
7.71
7.04
7.02
6.93
8.43
5.01
6.57
5.0
7.28
5.59
6.45
6.27
7.28
5.4
5.68
6.63
6.97
5.54
5.62
4.62
6.86
4.19
4.45
5.04
7.28
4.83
7.34
5.26
7.32
5.67
8.62
6.24
8.47
7.03
7.78
6.38
10.01
6.74
8.64
4.62
6.37
4.07
5.01
2.62
4.86
4.91
6.64
8.1
4.92
6.37
6.77
6.95
5.58
8.91
7.31
9.29
7.91
7.62
7.49
7.93
7.04
6.53
7.09
6.86
7.14
6.6
6.95
6.6
6.56
5.79
6.29
6.42
5.82
6.01
6.01
5.65
7.39
7.19
7.34
6.87
7.78
6.43
7.75
9.11
6.96
0.93
0.11
9.53
9.01
12.8
12.62
14.42
12.27
14.81
12.61
17.1
14.07
13.99
10.42
13.03
11.58
13.51
10.94
16.31
15.48
9.74
12.87
10.65
9.63
7.82
10.41
10.01
9.81
8.7
9.09
9.58
9.42
8.72
8.87
8.78
7.3
7.31
5.9
6.39
4.74
5.27
6.1
6.91
3.69
4.57
3.22
5.28
11.31
9.87
8.02
8.63
10.11
9.17
8.88
9.68
10.0
10.74
9.6
10.63
10.01
11.21
11.0
9.64
10.61
10.78
11.62
12.88
15.68
15.9
10.87
12.21
11.58
12.12
13.16
12.89
14.05
12.95
65.43
26.6
4.3
10.7
14.47
16.04
14.95
9.03
18.34
28.18
39.58
17.06
35.52
13.89
24.12
27.32
29.92
9.63
14.56
9.51
9.48
7.57
10.32
9.32
9.85
7.75
13.26
11.12
12.55
12.11
10.08
9.63
11.5
10.39
8.6
9.52
10.17
10.99
11.24
10.09
9.11
7.73
6.73
12.35
12.66
9.31
7.9
8.15
12.16
9.85
8.6
9.16
9.44
8.05
7.84
7.78
9.47
9.0
9.53
8.45
8.58
9.06
8.38
9.12
5.72
5.55
6.36
8.18
8.76
8.2
7.82
7.19
9.67
7.99
8.56
7.34
7.36
14.49
6.22
5.49
5.97
7.17
7.4
8.06
9.38
8.71
8.33
9.35
6.77
8.88
9.34
10.28
9.87
7.32
7.7
6.3
6.6
6.35
6.32
5.51
6.23
6.44
4.9
3.67
4.56
3.82
3.69
3.65
3.34
4.6
3.8
2.83
0.79
1.53
0.74
1.44
8.27
7.16
7.48
8.27
7.61
7.37
8.81
9.8
8.94
7.63
7.8
8.17
9.85
9.42
9.42
9.0
9.03
8.66
9.26
9.03
8.76
10.39
10.51
9.04
10.15
8.47
8.28
7.68
8.06
8.42
7.59
9.4
8.06
8.14
7.11
7.68
8.96
8.19
6.97
7.53
7.76
8.91
7.0
4.36
6.16
11.38
11.39
8.89
9.61
9.05
7.84
8.42
6.86
6.85
11.0
10.97
6.66
7.2
7.42
6.47
7.16
7.34
7.7
7.55
7.82
7.18
6.89
6.29
5.92
6.19
6.49
5.95
6.43
5.76
5.42
5.18
6.75
7.92
6.59
5.88
5.92
6.04
6.67
6.65
5.95
5.04
6.36
7.29
8.37
0.0
14.29
2.3
4.41
0.88
18.05
1.04
1.46
5.97
8.38
12.73
8.33
2.17
9.78
6.47
6.8
8.06
9.05
8.17
11.27
6.15
6.04
2.82
3.11
6.93
4.6
4.07
3.29
6.04
5.95
5.22
2.19
5.11
8.64
4.08
7.36
3.1
7.0
3.44
2.87
4.01
9.04
8.6
8.8
11.43
12.61
11.16
11.18
15.93
31.92
78.24
10.13
11.72
7.91
9.06
11.41
10.79
13.99
12.2
10.35
7.42
9.78
12.51
10.77
17.95
9.89
8.06
10.62
9.32
10.76
10.74
7.31
7.72
6.32
12.3
11.23
7.9
6.14
6.75
6.19
10.08
7.92
6.79
6.12
7.04
5.38
2.58
0.58
2.16
0.4
2.03
1.02
0.61
1.29
5.36
2.07
12.48
12.5
14.59
11.88
9.07
10.38
7.46
9.23
11.98
9.18
10.01
9.12
10.58
10.28
8.9
8.91
9.6
15.89
13.49
11.59
11.19
11.37
10.58
8.52
8.82
9.94
9.83
14.92
8.83
8.24
8.75
10.76
9.38
8.65
10.16
8.1
7.67
7.22
8.6
9.02
6.75
10.07
9.01
11.23
10.75
16.48
19.52
14.77
11.01
14.84
11.25
11.87
6.77
5.81
6.93
6.94
8.4
9.25
8.65
8.96
7.2
7.5
8.17
8.59
8.61
10.01
9.03
7.94
8.24
8.67
8.1
8.91
9.34
10.1
9.81
9.73
9.0
9.21
11.22
10.07
4.42
6.05
5.73
7.13
9.69
7.12
7.63
13.09
10.8
9.01
15.04
11.13
12.99
14.28
13.33
10.21
13.96
12.68
9.49
7.71
9.52
11.5
12.8
10.98
11.0
13.59
12.72
9.67
9.41
10.7
10.67
9.91
7.61
16.36
7.71
14.51
12.66
12.32
14.37
14.93
16.85
16.58
14.0
12.55
13.28
13.58
16.98
13.71
8.42
10.21
8.67
13.23
9.63
14.28
6.79
12.74
5.46
14.81
6.29
17.21
9.69
16.37
7.16
7.93
10.86
7.88
15.17
8.6
11.41
10.34
12.12
10.64
11.57
9.77
10.75
10.06
10.17
9.75
11.78
10.66
12.18
11.93
11.56
10.69
12.25
13.61
12.02
11.48
13.89
13.08
13.86
13.84
18.35
19.74
10.33
10.51
13.11
12.09
2.79
9.76
8.59
8.16
6.93
10.87
11.26
13.57
8.31
13.77
8.74
15.45
8.5
17.71
10.07
25.25
7.85
6.51
20.53
10.94
11.06
9.89
11.06
9.08
10.9
9.18
8.83
10.5
6.56
10.7
6.23
7.69
7.29
5.9
18.08
9.45
9.73
9.58
8.7
9.4
10.35
10.42
10.45
10.35
13.42
11.16
7.38
1.14
1.3
1.05
1.04
1.42
1.44
1.48
5.33
7.28
8.21
11.87
13.57
9.79
7.91
4.34
5.82
9.53
10.19
9.62
9.69
11.1
10.6
10.12
9.76
10.06
10.99
10.54
11.73
11.62
11.19
9.66
9.39
8.36
9.94
8.56
8.33
8.55
8.06
8.28
8.03
8.55
10.6
9.18
8.61
8.8
9.61
8.55
10.02
8.15
8.69
7.83
9.87
7.7
8.84
11.44
9.18
9.13
8.93
8.84
7.8
6.91
8.0
