lag4,lag3,lag2,lag1,semestre,CARACTER,ORIGEN,DEPARTAMENTO,MUNICIPIO
0.0,0.0,6.71,8.9,1,Universidad,No oficial,valle del cauca,cali
0.0,6.71,8.9,10.38,2,Universidad,No oficial,valle del cauca,cali
6.71,8.9,10.38,10.03,1,Universidad,No oficial,valle del cauca,cali
8.9,10.38,10.03,10.39,2,Universidad,No oficial,valle del cauca,cali
10.38,10.03,10.39,10.68,1,Universidad,No oficial,valle del cauca,cali
10.03,10.39,10.68,9.63,2,Universidad,No oficial,valle del cauca,cali
10.39,10.68,9.63,8.77,1,Universidad,No oficial,valle del cauca,cali
10.68,9.63,8.77,8.91,2,Universidad,No oficial,valle del cauca,cali
9.63,8.77,8.91,9.38,1,Universidad,No oficial,valle del cauca,cali
8.77,8.91,9.38,9.69,2,Universidad,No oficial,valle del cauca,cali
8.91,9.38,9.69,8.7,1,Universidad,No oficial,valle del cauca,cali
9.38,9.69,8.7,11.47,2,Universidad,No oficial,valle del cauca,cali
9.69,8.7,11.47,10.4,1,Universidad,No oficial,valle del cauca,cali
8.7,11.47,10.4,11.72,2,Universidad,No oficial,valle del cauca,cali
11.47,10.4,11.72,9.57,1,Universidad,No oficial,valle del cauca,cali
10.4,11.72,9.57,8.65,2,Universidad,No oficial,valle del cauca,cali
11.72,9.57,8.65,8.48,1,Universidad,No oficial,valle del cauca,cali
9.57,8.65,8.48,8.81,2,Universidad,No oficial,valle del cauca,cali
8.65,8.48,8.81,8.59,1,Universidad,No oficial,valle del cauca,cali
8.48,8.81,8.59,8.22,2,Universidad,No oficial,valle del cauca,cali
8.81,8.59,8.22,8.2,1,Universidad,No oficial,valle del cauca,cali
8.59,8.22,8.2,7.32,2,Universidad,No oficial,valle del cauca,cali
8.22,8.2,7.32,7.39,1,Universidad,No oficial,valle del cauca,cali
8.2,7.32,7.39,8.65,2,Universidad,No oficial,valle del cauca,cali
7.32,7.39,8.65,7.55,1,Universidad,No oficial,valle del cauca,cali
7.39,8.65,7.55,8.52,2,Universidad,No oficial,valle del cauca,cali
8.65,7.55,8.52,7.8,1,Universidad,No oficial,valle del cauca,cali
7.55,8.52,7.8,7.84,2,Universidad,No oficial,valle del cauca,cali
8.52,7.8,7.84,9.11,1,Universidad,No oficial,valle del cauca,cali
7.8,7.84,9.11,7.87,2,Universidad,No oficial,valle del cauca,cali
7.84,9.11,7.87,8.8,1,Universidad,No oficial,valle del cauca,cali
9.11,7.87,8.8,7.03,2,Universidad,No oficial,valle del cauca,cali
7.87,8.8,7.03,7.38,1,Universidad,No oficial,valle del cauca,cali
8.8,7.03,7.38,6.27,2,Universidad,No oficial,valle del cauca,cali
7.03,7.38,6.27,7.35,1,Universidad,No oficial,valle del cauca,cali
7.38,6.27,7.35,10.88,2,Universidad,No oficial,valle del cauca,cali
6.27,7.35,10.88,9.94,1,Universidad,No oficial,valle del cauca,cali
7.35,10.88,9.94,7.37,2,Universidad,No oficial,valle del cauca,cali
10.88,9.94,7.37,10.66,1,Universidad,No oficial,valle del cauca,cali
9.94,7.37,10.66,8.35,2,Universidad,No oficial,valle del cauca,cali
7.37,10.66,8.35,5.21,1,Universidad,No oficial,valle del cauca,cali
10.66,8.35,5.21,7.79,2,Universidad,No oficial,valle del cauca,cali
8.35,5.21,7.79,8.1,1,Universidad,No oficial,valle del cauca,cali
5.21,7.79,8.1,8.73,2,Universidad,No oficial,valle del cauca,cali
7.79,8.1,8.73,5.26,1,Universidad,No oficial,valle del cauca,cali
8.1,8.73,5.26,6.09,2,Universidad,No oficial,valle del cauca,cali
8.73,5.26,6.09,5.36,1,Universidad,No oficial,valle del cauca,cali
0.0,0.0,16.7,11.33,1,Universidad,No oficial,antioquia,medellin
0.0,16.7,11.33,9.47,2,Universidad,No oficial,antioquia,medellin
16.7,11.33,9.47,7.35,1,Universidad,No oficial,antioquia,medellin
11.33,9.47,7.35,9.92,2,Universidad,No oficial,antioquia,medellin
9.47,7.35,9.92,6.37,1,Universidad,No oficial,antioquia,medellin
7.35,9.92,6.37,8.41,2,Universidad,No oficial,antioquia,medellin
9.92,6.37,8.41,6.52,1,Universidad,No oficial,antioquia,medellin
6.37,8.41,6.52,7.25,2,Universidad,No oficial,antioquia,medellin
8.41,6.52,7.25,6.34,1,Universidad,No oficial,antioquia,medellin
6.52,7.25,6.34,7.26,2,Universidad,No oficial,antioquia,medellin
7.25,6.34,7.26,6.66,1,Universidad,No oficial,antioquia,medellin
6.34,7.26,6.66,5.77,2,Universidad,No oficial,antioquia,medellin
7.26,6.66,5.77,6.5,1,Universidad,No oficial,antioquia,medellin
6.66,5.77,6.5,6.81,2,Universidad,No oficial,antioquia,medellin
5.77,6.5,6.81,7.24,1,Universidad,No oficial,antioquia,medellin
6.5,6.81,7.24,7.72,2,Universidad,No oficial,antioquia,medellin
6.81,7.24,7.72,9.16,1,Universidad,No oficial,antioquia,medellin
7.24,7.72,9.16,10.84,2,Universidad,No oficial,antioquia,medellin
7.72,9.16,10.84,9.36,1,Universidad,No oficial,antioquia,medellin
9.16,10.84,9.36,10.4,2,Universidad,No oficial,antioquia,medellin
10.84,9.36,10.4,7.88,1,Universidad,No oficial,antioquia,medellin
9.36,10.4,7.88,7.74,2,Universidad,No oficial,antioquia,medellin
10.4,7.88,7.74,9.05,1,Universidad,No oficial,antioquia,medellin
7.88,7.74,9.05,9.1,2,Universidad,No oficial,antioquia,medellin
7.74,9.05,9.1,7.39,1,Universidad,No oficial,antioquia,medellin
9.05,9.1,7.39,6.88,2,Universidad,No oficial,antioquia,medellin
9.1,7.39,6.88,7.39,1,Universidad,No oficial,antioquia,medellin
7.39,6.88,7.39,7.64,2,Universidad,No oficial,antioquia,medellin
6.88,7.39,7.64,7.6,1,Universidad,No oficial,antioquia,medellin
7.39,7.64,7.6,8.09,2,Universidad,No oficial,antioquia,medellin
7.64,7.6,8.09,10.46,1,Universidad,No oficial,antioquia,medellin
7.6,8.09,10.46,7.42,2,Universidad,No oficial,antioquia,medellin
8.09,10.46,7.42,6.0,1,Universidad,No oficial,antioquia,medellin
10.46,7.42,6.0,7.47,2,Universidad,No oficial,antioquia,medellin
7.42,6.0,7.47,8.67,1,Universidad,No oficial,antioquia,medellin
6.0,7.47,8.67,10.27,2,Universidad,No oficial,antioquia,medellin
7.47,8.67,10.27,8.37,1,Universidad,No oficial,antioquia,medellin
8.67,10.27,8.37,9.18,2,Universidad,No oficial,antioquia,medellin
10.27,8.37,9.18,8.92,1,Universidad,No oficial,antioquia,medellin
8.37,9.18,8.92,8.63,2,Universidad,No oficial,antioquia,medellin
9.18,8.92,8.63,10.18,1,Universidad,No oficial,antioquia,medellin
8.92,8.63,10.18,11.56,2,Universidad,No oficial,antioquia,medellin
8.63,10.18,11.56,8.77,1,Universidad,No oficial,antioquia,medellin
10.18,11.56,8.77,10.62,2,Universidad,No oficial,antioquia,medellin
11.56,8.77,10.62,9.62,1,Universidad,No oficial,antioquia,medellin
0.0,0.0,8.95,9.76,1,Universidad,No oficial,bogota d c,bogota dc
0.0,8.95,9.76,11.64,2,Universidad,No oficial,bogota d c,bogota dc
8.95,9.76,11.64,11.22,1,Universidad,No oficial,bogota d c,bogota dc
9.76,11.64,11.22,11.69,2,Universidad,No oficial,bogota d c,bogota dc
11.64,11.22,11.69,9.48,1,Universidad,No oficial,bogota d c,bogota dc
11.22,11.69,9.48,7.09,2,Universidad,No oficial,bogota d c,bogota dc
11.69,9.48,7.09,6.83,1,Universidad,No oficial,bogota d c,bogota dc
9.48,7.09,6.83,6.94,2,Universidad,No oficial,bogota d c,bogota dc
7.09,6.83,6.94,9.24,1,Universidad,No oficial,bogota d c,bogota dc
6.83,6.94,9.24,7.9,2,Universidad,No oficial,bogota d c,bogota dc
6.94,9.24,7.9,9.78,1,Universidad,No oficial,bogota d c,bogota dc
9.24,7.9,9.78,9.66,2,Universidad,No oficial,bogota d c,bogota dc
7.9,9.78,9.66,11.12,1,Universidad,No oficial,bogota d c,bogota dc
9.78,9.66,11.12,13.11,2,Universidad,No oficial,bogota d c,bogota dc
9.66,11.12,13.11,14.63,1,Universidad,No oficial,bogota d c,bogota dc
11.12,13.11,14.63,14.44,2,Universidad,No oficial,bogota d c,bogota dc
13.11,14.63,14.44,13.21,1,Universidad,No oficial,bogota d c,bogota dc
14.63,14.44,13.21,15.14,2,Universidad,No oficial,bogota d c,bogota dc
14.44,13.21,15.14,22.89,1,Universidad,No oficial,bogota d c,bogota dc
13.21,15.14,22.89,10.72,2,Universidad,No oficial,bogota d c,bogota dc
15.14,22.89,10.72,14.62,1,Universidad,No oficial,bogota d c,bogota dc
22.89,10.72,14.62,11.83,2,Universidad,No oficial,bogota d c,bogota dc
10.72,14.62,11.83,9.07,1,Universidad,No oficial,bogota d c,bogota dc
14.62,11.83,9.07,9.82,2,Universidad,No oficial,bogota d c,bogota dc
11.83,9.07,9.82,31.91,1,Universidad,No oficial,bogota d c,bogota dc
9.07,9.82,31.91,62.56,2,Universidad,No oficial,bogota d c,bogota dc
9.82,31.91,62.56,8.31,1,Universidad,No oficial,bogota d c,bogota dc
31.91,62.56,8.31,8.98,2,Universidad,No oficial,bogota d c,bogota dc
62.56,8.31,8.98,9.85,1,Universidad,No oficial,bogota d c,bogota dc
8.31,8.98,9.85,13.52,2,Universidad,No oficial,bogota d c,bogota dc
8.98,9.85,13.52,16.47,1,Universidad,No oficial,bogota d c,bogota dc
9.85,13.52,16.47,10.92,2,Universidad,No oficial,bogota d c,bogota dc
13.52,16.47,10.92,12.08,1,Universidad,No oficial,bogota d c,bogota dc
16.47,10.92,12.08,9.13,2,Universidad,No oficial,bogota d c,bogota dc
10.92,12.08,9.13,7.53,1,Universidad,No oficial,bogota d c,bogota dc
12.08,9.13,7.53,7.13,2,Universidad,No oficial,bogota d c,bogota dc
9.13,7.53,7.13,10.57,1,Universidad,No oficial,bogota d c,bogota dc
7.53,7.13,10.57,8.62,2,Universidad,No oficial,bogota d c,bogota dc
7.13,10.57,8.62,7.78,1,Universidad,No oficial,bogota d c,bogota dc
10.57,8.62,7.78,7.93,2,Universidad,No oficial,bogota d c,bogota dc
8.62,7.78,7.93,8.1,1,Universidad,No oficial,bogota d c,bogota dc
0.0,0.0,12.13,12.32,1,Universidad,No oficial,bogota d c,bogota dc
0.0,12.13,12.32,10.42,2,Universidad,No oficial,bogota d c,bogota dc
12.13,12.32,10.42,9.71,1,Universidad,No oficial,bogota d c,bogota dc
12.32,10.42,9.71,8.76,2,Universidad,No oficial,bogota d c,bogota dc
10.42,9.71,8.76,8.66,1,Universidad,No oficial,bogota d c,bogota dc
9.71,8.76,8.66,10.13,2,Universidad,No oficial,bogota d c,bogota dc
8.76,8.66,10.13,7.72,1,Universidad,No oficial,bogota d c,bogota dc
8.66,10.13,7.72,9.16,2,Universidad,No oficial,bogota d c,bogota dc
10.13,7.72,9.16,9.34,1,Universidad,No oficial,bogota d c,bogota dc
7.72,9.16,9.34,10.0,2,Universidad,No oficial,bogota d c,bogota dc
9.16,9.34,10.0,13.08,1,Universidad,No oficial,bogota d c,bogota dc
9.34,10.0,13.08,9.87,2,Universidad,No oficial,bogota d c,bogota dc
10.0,13.08,9.87,9.82,1,Universidad,No oficial,bogota d c,bogota dc
13.08,9.87,9.82,12.3,2,Universidad,No oficial,bogota d c,bogota dc
9.87,9.82,12.3,10.09,1,Universidad,No oficial,bogota d c,bogota dc
9.82,12.3,10.09,12.2,2,Universidad,No oficial,bogota d c,bogota dc
12.3,10.09,12.2,17.15,1,Universidad,No oficial,bogota d c,bogota dc
10.09,12.2,17.15,13.68,2,Universidad,No oficial,bogota d c,bogota dc
12.2,17.15,13.68,13.8,1,Universidad,No oficial,bogota d c,bogota dc
17.15,13.68,13.8,11.34,2,Universidad,No oficial,bogota d c,bogota dc
13.68,13.8,11.34,3.15,1,Universidad,No oficial,bogota d c,bogota dc
13.8,11.34,3.15,20.57,2,Universidad,No oficial,bogota d c,bogota dc
11.34,3.15,20.57,11.92,1,Universidad,No oficial,bogota d c,bogota dc
3.15,20.57,11.92,12.37,2,Universidad,No oficial,bogota d c,bogota dc
20.57,11.92,12.37,10.23,1,Universidad,No oficial,bogota d c,bogota dc
11.92,12.37,10.23,10.03,2,Universidad,No oficial,bogota d c,bogota dc
12.37,10.23,10.03,10.0,1,Universidad,No oficial,bogota d c,bogota dc
10.23,10.03,10.0,10.58,2,Universidad,No oficial,bogota d c,bogota dc
10.03,10.0,10.58,10.8,1,Universidad,No oficial,bogota d c,bogota dc
10.0,10.58,10.8,10.52,2,Universidad,No oficial,bogota d c,bogota dc
10.58,10.8,10.52,10.46,1,Universidad,No oficial,bogota d c,bogota dc
10.8,10.52,10.46,10.21,2,Universidad,No oficial,bogota d c,bogota dc
10.52,10.46,10.21,9.72,1,Universidad,No oficial,bogota d c,bogota dc
10.46,10.21,9.72,10.58,2,Universidad,No oficial,bogota d c,bogota dc
10.21,9.72,10.58,9.21,1,Universidad,No oficial,bogota d c,bogota dc
9.72,10.58,9.21,9.48,2,Universidad,No oficial,bogota d c,bogota dc
10.58,9.21,9.48,10.67,1,Universidad,No oficial,bogota d c,bogota dc
9.21,9.48,10.67,9.95,2,Universidad,No oficial,bogota d c,bogota dc
9.48,10.67,9.95,11.12,1,Universidad,No oficial,bogota d c,bogota dc
10.67,9.95,11.12,10.49,2,Universidad,No oficial,bogota d c,bogota dc
9.95,11.12,10.49,9.35,1,Universidad,No oficial,bogota d c,bogota dc
11.12,10.49,9.35,9.56,2,Universidad,No oficial,bogota d c,bogota dc
10.49,9.35,9.56,9.78,1,Universidad,No oficial,bogota d c,bogota dc
9.35,9.56,9.78,10.09,2,Universidad,No oficial,bogota d c,bogota dc
9.56,9.78,10.09,9.52,1,Universidad,No oficial,bogota d c,bogota dc
9.78,10.09,9.52,9.68,2,Universidad,No oficial,bogota d c,bogota dc
10.09,9.52,9.68,10.35,1,Universidad,No oficial,bogota d c,bogota dc
0.0,0.0,6.05,10.15,1,Universidad,No oficial,narino,pasto
0.0,6.05,10.15,77.25,2,Universidad,No oficial,narino,pasto
6.05,10.15,77.25,73.14,1,Universidad,No oficial,narino,pasto
10.15,77.25,73.14,17.47,2,Universidad,No oficial,narino,pasto
77.25,73.14,17.47,6.72,1,Universidad,No oficial,narino,pasto
73.14,17.47,6.72,6.36,2,Universidad,No oficial,narino,pasto
17.47,6.72,6.36,6.87,1,Universidad,No oficial,narino,pasto
6.72,6.36,6.87,10.46,2,Universidad,No oficial,narino,pasto
6.36,6.87,10.46,6.21,1,Universidad,No oficial,narino,pasto
6.87,10.46,6.21,6.95,2,Universidad,No oficial,narino,pasto
10.46,6.21,6.95,9.38,1,Universidad,No oficial,narino,pasto
6.21,6.95,9.38,4.99,2,Universidad,No oficial,narino,pasto
6.95,9.38,4.99,5.9,1,Universidad,No oficial,narino,pasto
9.38,4.99,5.9,4.99,2,Universidad,No oficial,narino,pasto
4.99,5.9,4.99,5.77,1,Universidad,No oficial,narino,pasto
5.9,4.99,5.77,5.08,2,Universidad,No oficial,narino,pasto
4.99,5.77,5.08,4.56,1,Universidad,No oficial,narino,pasto
5.77,5.08,4.56,8.61,2,Universidad,No oficial,narino,pasto
5.08,4.56,8.61,13.07,1,Universidad,No oficial,narino,pasto
4.56,8.61,13.07,6.42,2,Universidad,No oficial,narino,pasto
8.61,13.07,6.42,4.81,1,Universidad,No oficial,narino,pasto
13.07,6.42,4.81,7.24,2,Universidad,No oficial,narino,pasto
6.42,4.81,7.24,8.61,1,Universidad,No oficial,narino,pasto
4.81,7.24,8.61,7.38,2,Universidad,No oficial,narino,pasto
7.24,8.61,7.38,7.33,1,Universidad,No oficial,narino,pasto
8.61,7.38,7.33,5.92,2,Universidad,No oficial,narino,pasto
7.38,7.33,5.92,5.21,1,Universidad,No oficial,narino,pasto
7.33,5.92,5.21,4.01,2,Universidad,No oficial,narino,pasto
5.92,5.21,4.01,4.64,1,Universidad,No oficial,narino,pasto
5.21,4.01,4.64,3.85,2,Universidad,No oficial,narino,pasto
4.01,4.64,3.85,4.66,1,Universidad,No oficial,narino,pasto
4.64,3.85,4.66,4.54,2,Universidad,No oficial,narino,pasto
3.85,4.66,4.54,4.7,1,Universidad,No oficial,narino,pasto
4.66,4.54,4.7,3.94,2,Universidad,No oficial,narino,pasto
4.54,4.7,3.94,4.53,1,Universidad,No oficial,narino,pasto
4.7,3.94,4.53,4.44,2,Universidad,No oficial,narino,pasto
3.94,4.53,4.44,4.52,1,Universidad,No oficial,narino,pasto
4.53,4.44,4.52,5.39,2,Universidad,No oficial,narino,pasto
4.44,4.52,5.39,5.09,1,Universidad,No oficial,narino,pasto
4.52,5.39,5.09,5.96,2,Universidad,No oficial,narino,pasto
5.39,5.09,5.96,7.51,1,Universidad,No oficial,narino,pasto
5.09,5.96,7.51,8.47,2,Universidad,No oficial,narino,pasto
5.96,7.51,8.47,6.44,1,Universidad,No oficial,narino,pasto
7.51,8.47,6.44,7.52,2,Universidad,No oficial,narino,pasto
8.47,6.44,7.52,5.42,1,Universidad,No oficial,narino,pasto
0.0,0.0,3.63,6.33,1,Universidad,No oficial,caldas,manizales
0.0,3.63,6.33,6.1,2,Universidad,No oficial,caldas,manizales
3.63,6.33,6.1,7.76,1,Universidad,No oficial,caldas,manizales
6.33,6.1,7.76,7.55,2,Universidad,No oficial,caldas,manizales
6.1,7.76,7.55,7.27,1,Universidad,No oficial,caldas,manizales
7.76,7.55,7.27,8.48,2,Universidad,No oficial,caldas,manizales
7.55,7.27,8.48,8.27,1,Universidad,No oficial,caldas,manizales
7.27,8.48,8.27,5.97,2,Universidad,No oficial,caldas,manizales
8.48,8.27,5.97,6.79,1,Universidad,No oficial,caldas,manizales
8.27,5.97,6.79,7.03,2,Universidad,No oficial,caldas,manizales
5.97,6.79,7.03,7.71,1,Universidad,No oficial,caldas,manizales
6.79,7.03,7.71,7.04,2,Universidad,No oficial,caldas,manizales
7.03,7.71,7.04,7.02,1,Universidad,No oficial,caldas,manizales
7.71,7.04,7.02,6.93,2,Universidad,No oficial,caldas,manizales
7.04,7.02,6.93,8.43,1,Universidad,No oficial,caldas,manizales
7.02,6.93,8.43,5.01,2,Universidad,No oficial,caldas,manizales
6.93,8.43,5.01,6.57,1,Universidad,No oficial,caldas,manizales
8.43,5.01,6.57,5.0,2,Universidad,No oficial,caldas,manizales
5.01,6.57,5.0,7.28,1,Universidad,No oficial,caldas,manizales
6.57,5.0,7.28,5.59,2,Universidad,No oficial,caldas,manizales
5.0,7.28,5.59,6.45,1,Universidad,No oficial,caldas,manizales
7.28,5.59,6.45,6.27,2,Universidad,No oficial,caldas,manizales
5.59,6.45,6.27,7.28,1,Universidad,No oficial,caldas,manizales
6.45,6.27,7.28,5.4,2,Universidad,No oficial,caldas,manizales
6.27,7.28,5.4,5.68,1,Universidad,No oficial,caldas,manizales
7.28,5.4,5.68,6.63,2,Universidad,No oficial,caldas,manizales
5.4,5.68,6.63,6.97,1,Universidad,No oficial,caldas,manizales
5.68,6.63,6.97,5.54,2,Universidad,No oficial,caldas,manizales
6.63,6.97,5.54,5.62,1,Universidad,No oficial,caldas,manizales
6.97,5.54,5.62,4.62,2,Universidad,No oficial,caldas,manizales
5.54,5.62,4.62,6.86,1,Universidad,No oficial,caldas,manizales
5.62,4.62,6.86,4.19,2,Universidad,No oficial,caldas,manizales
4.62,6.86,4.19,4.45,1,Universidad,No oficial,caldas,manizales
6.86,4.19,4.45,5.04,2,Universidad,No oficial,caldas,manizales
4.19,4.45,5.04,7.28,1,Universidad,No oficial,caldas,manizales
4.45,5.04,7.28,4.83,2,Universidad,No oficial,caldas,manizales
5.04,7.28,4.83,7.34,1,Universidad,No oficial,caldas,manizales
7.28,4.83,7.34,5.26,2,Universidad,No oficial,caldas,manizales
4.83,7.34,5.26,7.32,1,Universidad,No oficial,caldas,manizales
7.34,5.26,7.32,5.67,2,Universidad,No oficial,caldas,manizales
5.26,7.32,5.67,8.62,1,Universidad,No oficial,caldas,manizales
7.32,5.67,8.62,6.24,2,Universidad,No oficial,caldas,manizales
5.67,8.62,6.24,8.47,1,Universidad,No oficial,caldas,manizales
8.62,6.24,8.47,7.03,2,Universidad,No oficial,caldas,manizales
6.24,8.47,7.03,7.78,1,Universidad,No oficial,caldas,manizales
8.47,7.03,7.78,6.38,2,Universidad,No oficial,caldas,manizales
7.03,7.78,6.38,10.01,1,Universidad,No oficial,caldas,manizales
0.0,0.0,24.2,4.02,1,Universidad,No oficial,santander,bucaramanga
0.0,24.2,4.02,8.64,2,Universidad,No oficial,santander,bucaramanga
24.2,4.02,8.64,4.62,1,Universidad,No oficial,santander,bucaramanga
4.02,8.64,4.62,6.37,2,Universidad,No oficial,santander,bucaramanga
8.64,4.62,6.37,4.07,1,Universidad,No oficial,santander,bucaramanga
4.62,6.37,4.07,5.01,2,Universidad,No oficial,santander,bucaramanga
6.37,4.07,5.01,2.62,1,Universidad,No oficial,santander,bucaramanga
4.07,5.01,2.62,4.86,2,Universidad,No oficial,santander,bucaramanga
5.01,2.62,4.86,4.91,1,Universidad,No oficial,santander,bucaramanga
2.62,4.86,4.91,6.64,2,Universidad,No oficial,santander,bucaramanga
4.86,4.91,6.64,8.1,1,Universidad,No oficial,santander,bucaramanga
4.91,6.64,8.1,4.92,2,Universidad,No oficial,santander,bucaramanga
6.64,8.1,4.92,6.37,1,Universidad,No oficial,santander,bucaramanga
8.1,4.92,6.37,6.77,2,Universidad,No oficial,santander,bucaramanga
4.92,6.37,6.77,6.95,1,Universidad,No oficial,santander,bucaramanga
6.37,6.77,6.95,5.58,2,Universidad,No oficial,santander,bucaramanga
6.77,6.95,5.58,8.91,1,Universidad,No oficial,santander,bucaramanga
6.95,5.58,8.91,7.31,2,Universidad,No oficial,santander,bucaramanga
5.58,8.91,7.31,9.29,1,Universidad,No oficial,santander,bucaramanga
8.91,7.31,9.29,7.91,2,Universidad,No oficial,santander,bucaramanga
7.31,9.29,7.91,7.62,1,Universidad,No oficial,santander,bucaramanga
9.29,7.91,7.62,7.49,2,Universidad,No oficial,santander,bucaramanga
7.91,7.62,7.49,7.93,1,Universidad,No oficial,santander,bucaramanga
7.62,7.49,7.93,7.04,2,Universidad,No oficial,santander,bucaramanga
7.49,7.93,7.04,6.53,1,Universidad,No oficial,santander,bucaramanga
7.93,7.04,6.53,7.09,2,Universidad,No oficial,santander,bucaramanga
7.04,6.53,7.09,6.86,1,Universidad,No oficial,santander,bucaramanga
6.53,7.09,6.86,7.14,2,Universidad,No oficial,santander,bucaramanga
7.09,6.86,7.14,6.6,1,Universidad,No oficial,santander,bucaramanga
6.86,7.14,6.6,6.95,2,Universidad,No oficial,santander,bucaramanga
7.14,6.6,6.95,6.6,1,Universidad,No oficial,santander,bucaramanga
6.6,6.95,6.6,6.56,2,Universidad,No oficial,santander,bucaramanga
6.95,6.6,6.56,5.79,1,Universidad,No oficial,santander,bucaramanga
6.6,6.56,5.79,6.29,2,Universidad,No oficial,santander,bucaramanga
6.56,5.79,6.29,6.42,1,Universidad,No oficial,santander,bucaramanga
5.79,6.29,6.42,5.82,2,Universidad,No oficial,santander,bucaramanga
6.29,6.42,5.82,6.01,1,Universidad,No oficial,santander,bucaramanga
6.42,5.82,6.01,6.01,2,Universidad,No oficial,santander,bucaramanga
5.82,6.01,6.01,5.65,1,Universidad,No oficial,santander,bucaramanga
6.01,6.01,5.65,7.39,2,Universidad,No oficial,santander,bucaramanga
6.01,5.65,7.39,7.19,1,Universidad,No oficial,santander,bucaramanga
5.65,7.39,7.19,7.34,2,Universidad,No oficial,santander,bucaramanga
7.39,7.19,7.34,6.87,1,Universidad,No oficial,santander,bucaramanga
7.19,7.34,6.87,7.78,2,Universidad,No oficial,santander,bucaramanga
7.34,6.87,7.78,6.43,1,Universidad,No oficial,santander,bucaramanga
6.87,7.78,6.43,7.75,2,Universidad,No oficial,santander,bucaramanga
7.78,6.43,7.75,9.11,1,Universidad,No oficial,santander,bucaramanga
0.0,0.0,100.0,100.0,1,Universidad,No oficial,bolivar,cartagena de indias
0.0,100.0,100.0,0.93,2,Universidad,No oficial,bolivar,cartagena de indias
100.0,100.0,0.93,0.11,1,Universidad,No oficial,bolivar,cartagena de indias
100.0,0.93,0.11,9.53,2,Universidad,No oficial,bolivar,cartagena de indias
0.93,0.11,9.53,9.01,1,Universidad,No oficial,bolivar,cartagena de indias
0.11,9.53,9.01,12.8,2,Universidad,No oficial,bolivar,cartagena de indias
9.53,9.01,12.8,12.62,1,Universidad,No oficial,bolivar,cartagena de indias
9.01,12.8,12.62,14.42,2,Universidad,No oficial,bolivar,cartagena de indias
12.8,12.62,14.42,12.27,1,Universidad,No oficial,bolivar,cartagena de indias
12.62,14.42,12.27,14.81,2,Universidad,No oficial,bolivar,cartagena de indias
14.42,12.27,14.81,12.61,1,Universidad,No oficial,bolivar,cartagena de indias
12.27,14.81,12.61,17.1,2,Universidad,No oficial,bolivar,cartagena de indias
14.81,12.61,17.1,14.07,1,Universidad,No oficial,bolivar,cartagena de indias
12.61,17.1,14.07,13.99,2,Universidad,No oficial,bolivar,cartagena de indias
17.1,14.07,13.99,10.42,1,Universidad,No oficial,bolivar,cartagena de indias
14.07,13.99,10.42,13.03,2,Universidad,No oficial,bolivar,cartagena de indias
13.99,10.42,13.03,11.58,1,Universidad,No oficial,bolivar,cartagena de indias
10.42,13.03,11.58,13.51,2,Universidad,No oficial,bolivar,cartagena de indias
13.03,11.58,13.51,10.94,1,Universidad,No oficial,bolivar,cartagena de indias
11.58,13.51,10.94,16.31,2,Universidad,No oficial,bolivar,cartagena de indias
13.51,10.94,16.31,15.48,1,Universidad,No oficial,bolivar,cartagena de indias
10.94,16.31,15.48,9.74,2,Universidad,No oficial,bolivar,cartagena de indias
16.31,15.48,9.74,12.87,1,Universidad,No oficial,bolivar,cartagena de indias
15.48,9.74,12.87,10.65,2,Universidad,No oficial,bolivar,cartagena de indias
9.74,12.87,10.65,9.63,1,Universidad,No oficial,bolivar,cartagena de indias
12.87,10.65,9.63,7.82,2,Universidad,No oficial,bolivar,cartagena de indias
10.65,9.63,7.82,10.41,1,Universidad,No oficial,bolivar,cartagena de indias
9.63,7.82,10.41,10.01,2,Universidad,No oficial,bolivar,cartagena de indias
7.82,10.41,10.01,9.81,1,Universidad,No oficial,bolivar,cartagena de indias
10.41,10.01,9.81,8.7,2,Universidad,No oficial,bolivar,cartagena de indias
10.01,9.81,8.7,9.09,1,Universidad,No oficial,bolivar,cartagena de indias
9.81,8.7,9.09,9.58,2,Universidad,No oficial,bolivar,cartagena de indias
8.7,9.09,9.58,9.42,1,Universidad,No oficial,bolivar,cartagena de indias
9.09,9.58,9.42,8.72,2,Universidad,No oficial,bolivar,cartagena de indias
9.58,9.42,8.72,8.87,1,Universidad,No oficial,bolivar,cartagena de indias
9.42,8.72,8.87,8.78,2,Universidad,No oficial,bolivar,cartagena de indias
8.72,8.87,8.78,7.3,1,Universidad,No oficial,bolivar,cartagena de indias
8.87,8.78,7.3,7.31,2,Universidad,No oficial,bolivar,cartagena de indias
8.78,7.3,7.31,5.9,1,Universidad,No oficial,bolivar,cartagena de indias
7.3,7.31,5.9,6.39,2,Universidad,No oficial,bolivar,cartagena de indias
7.31,5.9,6.39,4.74,1,Universidad,No oficial,bolivar,cartagena de indias
5.9,6.39,4.74,5.27,2,Universidad,No oficial,bolivar,cartagena de indias
6.39,4.74,5.27,6.1,1,Universidad,No oficial,bolivar,cartagena de indias
4.74,5.27,6.1,6.91,2,Universidad,No oficial,bolivar,cartagena de indias
5.27,6.1,6.91,3.69,1,Universidad,No oficial,bolivar,cartagena de indias
6.1,6.91,3.69,4.57,2,Universidad,No oficial,bolivar,cartagena de indias
